Gene	gene_id	chr	start	stop	type	gene_name.84	gene_id.84	gene_type.84	gnomAD_transcript	exp_lof	oe_lof	LOEUF	homozygous_lof	Huang_pHI	RVIS	Gene_Avg_PCT
PSMD12	ENSG00000197170	chr17	67337916	67366605	protein_coding	PSMD12	ENSG00000197170	protein_coding	ENST00000356126	29.344	0.034078	0.162	FALSE	0.809741558	-0.47679488	0.0377037037037037
PSMD13	ENSG00000185627	chr11	236966	252984	protein_coding	PSMD13	ENSG00000185627	protein_coding	ENST00000431206	24.462	0.04088	0.194	FALSE	0.24392326	0.037107911	0.00533333333333333
PSMD14	ENSG00000115233	chr2	161308425	161411717	protein_coding	PSMD14	ENSG00000115233	protein_coding	ENST00000409682	15.94	0.062736	0.298	FALSE	0.992491427	0.04180098	0.0815
PSMD2	ENSG00000175166	chr3	184299198	184309050	protein_coding	PSMD2	ENSG00000175166	protein_coding	ENST00000310118	46.299	0.021599	0.102	FALSE	0.758207369	-0.865285225	0
PSMD3	ENSG00000108344	chr17	39980807	39997959	protein_coding	PSMD3	ENSG00000108344	protein_coding	ENST00000264639	29.14	0	0.102	FALSE	0.535872634	-0.82529222	0.02075
PSMD4	ENSG00000159352	chr1	151254709	151267479	protein_coding	PSMD4	ENSG00000159352	protein_coding	ENST00000368884	17.317	0	0.172	FALSE	0.958136109	-0.661899093	NA
PSMD5	ENSG00000095261	chr9	120815496	120842951	protein_coding	PSMD5	ENSG00000095261	protein_coding	ENST00000210313	22.266	0.67366	1.037	FALSE	0.323729242	0.031013366	0.0376842105263158
PSMD6	ENSG00000163636	chr3	64010550	64024010	protein_coding	PSMD6	ENSG00000163636	protein_coding	ENST00000295901	20.212	0.049475	0.235	FALSE	0.695463888	-0.040366459	NA
PSMD7	ENSG00000103035	chr16	74296814	74306288	protein_coding	PSMD7	ENSG00000103035	protein_coding	ENST00000219313	16.446	0.24322	0.557	FALSE	0.771403981	-0.526467931	0.1406
PSMD8	ENSG00000099341	chr19	38374550	38383824	protein_coding	PSMD8	ENSG00000099341	protein_coding	ENST00000215071	16.639	0.3005	0.632	FALSE	0.287726037	NA	0.0212727272727273
PSMD9	ENSG00000110801	chr12	121888732	121918297	protein_coding	PSMD9	ENSG00000110801	protein_coding	ENST00000541212	10.81	0.83257	1.446	FALSE	0.120198748	0.959039353	0.0853157894736842
PSME1	ENSG00000092010	chr14	24136163	24138967	protein_coding	PSME1	ENSG00000092010	protein_coding	ENST00000382708	14.164	0.2824	0.646	FALSE	0.202701224	-0.026775439	0.00266666666666667
PSME2	ENSG00000100911	chr14	24143362	24147570	protein_coding	PSME2	ENSG00000100911	protein_coding	ENST00000216802	16.979	0.35338	0.697	FALSE	0.310586201	0.271260199	NA
PSME3	ENSG00000131467	chr17	42824385	42843760	protein_coding	PSME3	ENSG00000131467	protein_coding	ENST00000293362	17.205	0	0.174	FALSE	0.73286597	-0.293880437	0.11875
PSME3IP1	ENSG00000172775	chr16	57152466	57186116	protein_coding	FAM192A	ENSG00000172775	protein_coding	ENST00000309137	15.399	0.25976	0.594	FALSE	NA	-0.220152883	0.0759565217391304
PSME4	ENSG00000068878	chr2	53864069	53970993	protein_coding	PSME4	ENSG00000068878	protein_coding	ENST00000404125	116.6	0.11149	0.177	FALSE	0.517723945	-3.030947743	0.237833333333333
PSMF1	ENSG00000125818	chr20	1113240	1189415	protein_coding	PSMF1	ENSG00000125818	protein_coding	ENST00000335877	12.917	0.92904	1.499	FALSE	0.201334889	0.305774952	0.0877272727272727
PSMG1	ENSG00000183527	chr21	39174769	39183488	protein_coding	PSMG1	ENSG00000183527	protein_coding	ENST00000331573	15.614	0.51235	0.924	FALSE	0.212049337	0.290782867	0.043972972972973
PSMG2	ENSG00000128789	chr18	12658043	12725740	protein_coding	PSMG2	ENSG00000128789	protein_coding	ENST00000317615	12.58	0.87439	1.443	FALSE	0.27005668	0.27422525	0
PSMG3	ENSG00000157778	chr7	1567332	1571005	protein_coding	PSMG3	ENSG00000157778	protein_coding	ENST00000288607	2.7759	0.36024	1.535	FALSE	0.060632964	0.147860654	0.0593333333333333
PSMG4	ENSG00000180822	chr6	3231403	3303373	protein_coding	PSMG4	ENSG00000180822	protein_coding	ENST00000419065	4.2261	0.94649	1.806	FALSE	0.027056167	NA	0.0155945945945946
PSORS1C1	ENSG00000204540	chr6	31114750	31140092	protein_coding	PSORS1C1	ENSG00000204540	protein_coding	ENST00000259881	4.4341	1.1276	1.865	FALSE	0.000682448	0.923744781	0
PSORS1C2	ENSG00000204538	chr6	31137534	31139066	protein_coding	PSORS1C2	ENSG00000204538	protein_coding	ENST00000259845	4.691	0.8527	1.738	TRUE	0.032365994	1.05543354	0.206
PSPC1	ENSG00000121390	chr13	19674752	19783019	protein_coding	PSPC1	ENSG00000121390	protein_coding	ENST00000338910	22.692	0.088138	0.277	FALSE	0.398072369	-0.860596693	0.095625
PSPH	ENSG00000146733	chr7	56011051	56051604	protein_coding	PSPH	ENSG00000146733	protein_coding	ENST00000395471	9.9629	0.60223	1.188	FALSE	0.136807206	0.983877986	0.0244666666666667
PSPN	ENSG00000125650	chr19	6375148	6379058	protein_coding	PSPN	ENSG00000125650	protein_coding	ENST00000245810	6.2145	0.96548	1.749	FALSE	0.008194138	NA	0.00433333333333333
PSRC1	ENSG00000134222	chr1	109279556	109283186	protein_coding	PSRC1	ENSG00000134222	protein_coding	ENST00000369909	16.898	0.82852	1.295	FALSE	0.174436822	0.745957341	0.146875
PSTK	ENSG00000179988	chr10	122954381	122997513	protein_coding	PSTK	ENSG00000179988	protein_coding	ENST00000368887	18.699	0.58828	0.974	FALSE	0.015386698	0.091310436	0.00958333333333333
PSTPIP1	ENSG00000140368	chr15	76993359	77037475	protein_coding	PSTPIP1	ENSG00000140368	protein_coding	ENST00000558012	28.76	0.48678	0.761	TRUE	0.112552381	2.070639305	0.0227826086956522
PSTPIP2	ENSG00000152229	chr18	45983536	46072272	protein_coding	PSTPIP2	ENSG00000152229	protein_coding	ENST00000409746	29.937	0.33403	0.567	FALSE	0.170188293	-0.17954074	0.0943684210526316
PTAFR	ENSG00000169403	chr1	28147166	28193936	protein_coding	PTAFR	ENSG00000169403	protein_coding	ENST00000373857	7.4213	0.26949	0.848	FALSE	0.170135983	0.009305669	0.0424848484848485
PTAR1	ENSG00000188647	chr9	69709522	69760011	protein_coding	PTAR1	ENSG00000188647	protein_coding	ENST00000340434	19.733	0.15203	0.393	FALSE	0.236976802	0.236579361	0.215258064516129
PTBP1	ENSG00000011304	chr19	797075	812327	protein_coding	PTBP1	ENSG00000011304	protein_coding	ENST00000356948	26.927	0.037138	0.176	FALSE	0.255046011	-0.866851397	0.3185
PTBP2	ENSG00000117569	chr1	96721665	96823738	protein_coding	PTBP2	ENSG00000117569	protein_coding	ENST00000426398	28.408	0.070403	0.222	FALSE	0.713137312	-0.827480078	0.100033898305085
PTBP3	ENSG00000119314	chr9	112217716	112333664	protein_coding	PTBP3	ENSG00000119314	protein_coding	ENST00000458258	28.517	0.17533	0.369	FALSE	0.536324539	-0.347459996	0.155725
PTCD1	ENSG00000106246	chr7	99416739	99466163	protein_coding	PTCD1	ENSG00000106246	protein_coding	ENST00000555673	29.408	0.8161	1.148	FALSE	0.011988743	0.969183693	0.0219354838709677
PTCD2	ENSG00000049883	chr5	72320367	72368395	protein_coding	PTCD2	ENSG00000049883	protein_coding	ENST00000380639	19.389	0.8768	1.315	FALSE	0.038156448	-0.135962233	0.0054
PTCD3	ENSG00000132300	chr2	86106223	86142157	protein_coding	PTCD3	ENSG00000132300	protein_coding	ENST00000254630	46.061	0.82499	1.081	FALSE	0.046279817	-0.495859346	0.0149318181818182
PTCH1	ENSG00000185920	chr9	95442980	95517057	protein_coding	PTCH1	ENSG00000185920	protein_coding	ENST00000331920	63.254	0.015809	0.075	FALSE	0.998599634	-0.817735057	0.14927027027027
PTCH2	ENSG00000117425	chr1	44819844	44843253	protein_coding	PTCH2	ENSG00000117425	protein_coding	ENST00000372192	51.928	0.63549	0.85	TRUE	0.195643627	-0.438251422	0.0011
PTCHD1	ENSG00000165186	chrX	23334849	23404374	protein_coding	PTCHD1	ENSG00000165186	protein_coding	ENST00000379361	16.691	0.059913	0.284	FALSE	0.770174205	-1.46720751	0.185209677419355
PTCHD4	ENSG00000244694	chr6	47856673	48111197	protein_coding	PTCHD4	ENSG00000244694	protein_coding	ENST00000339488	26.716	0.41174	0.682	FALSE	0.574029902	-2.11940123	0.126428571428571
PTCRA	ENSG00000171611	chr6	42915989	42925838	protein_coding	PTCRA	ENSG00000171611	protein_coding	ENST00000304672	5.8419	0.34235	1.075	FALSE	0.005376155	0.419496939	0.0135
PTDSS1	ENSG00000156471	chr8	96261902	96336995	protein_coding	PTDSS1	ENSG00000156471	protein_coding	ENST00000517309	32.207	0.24839	0.448	FALSE	0.314793263	-0.098317242	0.0370882352941176
PTDSS2	ENSG00000174915	chr11	448268	491399	protein_coding	PTDSS2	ENSG00000174915	protein_coding	ENST00000308020	28.975	0.44866	0.713	FALSE	0.035762534	-0.751561691	0.0111904761904762
PTEN	ENSG00000171862	chr10	87863625	87971930	protein_coding	PTEN	ENSG00000171862	protein_coding	ENST00000371953	20.753	0.24093	0.507	FALSE	0.999988229	-0.161420196	0.362836734693877
PTER	ENSG00000165983	chr10	16436943	16513745	protein_coding	PTER	ENSG00000165983	protein_coding	ENST00000378000	13.327	1.2756	1.819	FALSE	0.605865305	0.07397088	0.024
PTF1A	ENSG00000168267	chr10	23192312	23194245	protein_coding	PTF1A	ENSG00000168267	protein_coding	ENST00000376504	6.2327	0.32089	1.009	FALSE	0.303385098	NA	0.479333333333333
PTGDR	ENSG00000168229	chr14	52267698	52276724	protein_coding	PTGDR	ENSG00000168229	protein_coding	ENST00000306051	10.372	0.86774	1.502	FALSE	0.062233359	0.353882521	0.157875
PTGDR2	ENSG00000183134	chr11	60850933	60855950	protein_coding	PTGDR2	ENSG00000183134	protein_coding	ENST00000332539	4.8264	0.82878	1.715	TRUE	0.051048091	NA	0.00561538461538462
PTGDS	ENSG00000107317	chr9	136975092	136981742	protein_coding	PTGDS	ENSG00000107317	protein_coding	ENST00000371625	13.968	0.42956	0.848	FALSE	0.006824526	-0.125338233	0.028
PTGER1	ENSG00000160951	chr19	14472466	14475354	protein_coding	PTGER1	ENSG00000160951	protein_coding	ENST00000292513	6.4122	0.77977	1.584	FALSE	0.020089179	NA	0
PTGER2	ENSG00000125384	chr14	52314305	52328598	protein_coding	PTGER2	ENSG00000125384	protein_coding	ENST00000245457	10.702	0.4672	0.982	FALSE	0.214212537	-0.515221249	0.031625
PTGER3	ENSG00000050628	chr1	70852353	71047808	protein_coding	PTGER3	ENSG00000050628	protein_coding	ENST00000356595	13.39	0.22406	0.579	FALSE	0.121600943	0.07397088	0.110025
PTGER4	ENSG00000171522	chr5	40679915	40693735	protein_coding	PTGER4	ENSG00000171522	protein_coding	ENST00000302472	15.812	0.063242	0.3	FALSE	0.263820219	-0.18110409	0.113058823529412
PTGES	ENSG00000148344	chr9	129738331	129753042	protein_coding	PTGES	ENSG00000148344	protein_coding	ENST00000340607	4.1122	0	0.727	FALSE	0.073246264	NA	0.00266666666666667
PTGES2	ENSG00000148334	chr9	128120693	128128462	protein_coding	PTGES2	ENSG00000148334	protein_coding	ENST00000338961	18.102	0.82865	1.276	FALSE	0.069133036	-0.29622434	0.152333333333333
PTGES3	ENSG00000110958	chr12	56663341	56688408	protein_coding	PTGES3	ENSG00000110958	protein_coding	ENST00000262033	12.807	0	0.233	FALSE	0.881850832	-0.040987103	0.178571428571429
PTGES3L	ENSG00000267060	chr17	42968088	42980433	protein_coding	PTGES3L	ENSG00000267060	protein_coding	ENST00000409446	9.8013	0.51014	1.072	FALSE	0.191829696	-0.078632541	0.08825
PTGES3L-AARSD1	ENSG00000108825	chr17	42950526	42980528	protein_coding	PTGES3L-AARSD1	ENSG00000108825	protein_coding	ENST00000421990	31.792	0.59763	0.877	FALSE	0.118905505	0.392147972	0.0016
PTGFR	ENSG00000122420	chr1	78303884	78540701	protein_coding	PTGFR	ENSG00000122420	protein_coding	ENST00000370757	12.144	0.32938	0.754	FALSE	0.321616369	0.140982648	0.0557058823529412
PTGFRN	ENSG00000134247	chr1	116909916	116990353	protein_coding	PTGFRN	ENSG00000134247	protein_coding	ENST00000393203	38.417	0.33839	0.538	FALSE	0.068445895	0.112856749	0.284675
PTGIR	ENSG00000160013	chr19	46620468	46625089	protein_coding	PTGIR	ENSG00000160013	protein_coding	ENST00000291294	6.2574	0.79906	1.612	FALSE	0.027265696	0.030393468	0.052
PTGIS	ENSG00000124212	chr20	49503874	49568137	protein_coding	PTGIS	ENSG00000124212	protein_coding	ENST00000244043	23.194	0.73294	1.099	FALSE	0.040272402	1.234279066	0.0801111111111111
PTGR1	ENSG00000106853	chr9	111549722	111599893	protein_coding	PTGR1	ENSG00000106853	protein_coding	ENST00000407693	15.877	0.81878	1.301	FALSE	0.026272409	0.062726108	0.00775
PTGR2	ENSG00000140043	chr14	73851831	73885726	protein_coding	PTGR2	ENSG00000140043	protein_coding	ENST00000555661	19.198	0.67716	1.077	TRUE	0.202949681	0.030393468	0.02592
PTGS1	ENSG00000095303	chr9	122370530	122395703	protein_coding	PTGS1	ENSG00000095303	protein_coding	ENST00000362012	29.507	0.50835	0.783	FALSE	0.344290863	0.626922482	0.0732647058823529
PTGS2	ENSG00000073756	chr1	186671791	186680922	protein_coding	PTGS2	ENSG00000073756	protein_coding	ENST00000367468	29.51	0.10166	0.263	FALSE	0.996154623	-0.433214505	0.0442631578947368
PTH	ENSG00000152266	chr11	13492054	13496181	protein_coding	PTH	ENSG00000152266	protein_coding	ENST00000282091	4.0804	0.73523	1.695	FALSE	0.977420728	-0.074102268	0.242333333333333
PTH1R	ENSG00000160801	chr3	46877721	46903799	protein_coding	PTH1R	ENSG00000160801	protein_coding	ENST00000313049	28.788	0.20842	0.411	FALSE	0.52056294	-0.79826938	0.216
PTH2	ENSG00000142538	chr19	49422419	49423441	protein_coding	PTH2	ENSG00000142538	protein_coding	ENST00000270631	1.661	1.8061	1.942	FALSE	0.011738628	0.47448599	NA
PTH2R	ENSG00000144407	chr2	208359714	208854503	protein_coding	PTH2R	ENSG00000144407	protein_coding	ENST00000272847	29.225	1.0265	1.392	TRUE	0.117934828	0.387617746	0.00228571428571429
PTHLH	ENSG00000087494	chr12	27958084	27972733	protein_coding	PTHLH	ENSG00000087494	protein_coding	ENST00000395872	9.8753	0.10126	0.48	FALSE	0.802208253	-0.148611299	0.45625
PTK2	ENSG00000169398	chr8	140657900	141002216	protein_coding	PTK2	ENSG00000169398	protein_coding	ENST00000340930	69.669	0.14353	0.243	FALSE	0.369628478	-1.346289798	0.129235294117647
PTK2B	ENSG00000120899	chr8	27311482	27459391	protein_coding	PTK2B	ENSG00000120899	protein_coding	ENST00000397501	66.017	0.19692	0.313	FALSE	0.424632627	-1.680669158	0.109666666666667
PTK6	ENSG00000101213	chr20	63528001	63537376	protein_coding	PTK6	ENSG00000101213	protein_coding	ENST00000217185	21.653	0.92366	1.342	FALSE	0.020141992	0.892634771	0.000714285714285714
PTK7	ENSG00000112655	chr6	43076307	43161719	protein_coding	PTK7	ENSG00000112655	protein_coding	ENST00000481273	52.546	0.15225	0.275	FALSE	0.276396584	-1.399907107	0.160888888888889
PTMA	ENSG00000187514	chr2	231706895	231713551	protein_coding	PTMA	ENSG00000187514	protein_coding	ENST00000341369	6.25	0.48	1.234	FALSE	0.06133921	0.058358633	0.489666666666667
PTMS	ENSG00000159335	chr12	6765516	6770952	protein_coding	PTMS	ENSG00000159335	protein_coding	ENST00000309083	6.7622	0.29576	0.93	FALSE	0.092488504	0.021495014	0.0475
PTN	ENSG00000105894	chr7	137227341	137343774	protein_coding	PTN	ENSG00000105894	protein_coding	ENST00000348225	10.708	0.46695	0.982	FALSE	0.820074792	-0.107217405	0.1012
PTOV1	ENSG00000104960	chr19	49850735	49860744	protein_coding	PTOV1	ENSG00000104960	protein_coding	ENST00000391842	22.232	0.17992	0.412	FALSE	0.085820057	-0.698920542	0.069
PTP4A1	ENSG00000112245	chr6	63521746	63583588	protein_coding	PTP4A1	ENSG00000112245	protein_coding	ENST00000370651	7.9509	0.25155	0.792	FALSE	0.662779997	-0.243426648	0.322733333333333
PTP4A2	ENSG00000184007	chr1	31906421	31944856	protein_coding	PTP4A2	ENSG00000184007	protein_coding	ENST00000344035	10.525	0	0.284	FALSE	0.62283417	-0.032708307	0.13268
PTP4A3	ENSG00000184489	chr8	141391995	141432454	protein_coding	PTP4A3	ENSG00000184489	protein_coding	ENST00000521578	6.9145	0.43387	1.119	FALSE	0.069741728	0.056794049	0.153571428571429
PTPA	ENSG00000119383	chr9	129110950	129148946	protein_coding	PPP2R4	ENSG00000119383	protein_coding	ENST00000393370	18.406	0.054331	0.258	FALSE	NA	-0.117841243	0.2075
PTPDC1	ENSG00000158079	chr9	94030794	94109856	protein_coding	PTPDC1	ENSG00000158079	protein_coding	ENST00000288976	35.423	0.39522	0.618	FALSE	0.051386557	0.463531754	0.119896551724138
PTPMT1	ENSG00000110536	chr11	47565430	47573461	protein_coding	PTPMT1	ENSG00000110536	protein_coding	ENST00000326674	7.8898	0.50698	1.158	FALSE	0.048480326	0.402939088	0.0233684210526316
PTPN1	ENSG00000196396	chr20	50510321	50585241	protein_coding	PTPN1	ENSG00000196396	protein_coding	ENST00000371621	27.526	0.18165	0.382	FALSE	0.713424588	-0.448209521	0.213736842105263
PTPN11	ENSG00000179295	chr12	112418351	112509918	protein_coding	PTPN11	ENSG00000179295	protein_coding	ENST00000351677	35.163	0.028439	0.135	FALSE	0.976051569	-0.626595584	0.0903142857142857
PTPN12	ENSG00000127947	chr7	77537295	77640069	protein_coding	PTPN12	ENSG00000127947	protein_coding	ENST00000248594	41.732	0.071888	0.186	FALSE	0.902539668	-0.997754644	0.258727272727273
PTPN13	ENSG00000163629	chr4	86594315	86815171	protein_coding	PTPN13	ENSG00000163629	protein_coding	ENST00000436978	117.54	0.51899	0.642	FALSE	0.502344543	2.046001607	0.229285714285714
PTPN14	ENSG00000152104	chr1	214348700	214552449	protein_coding	PTPN14	ENSG00000152104	protein_coding	ENST00000366956	59.906	0.2337	0.365	FALSE	0.27893907	-1.073427743	0.111736842105263
PTPN18	ENSG00000072135	chr2	130356045	130375405	protein_coding	PTPN18	ENSG00000072135	protein_coding	ENST00000175756	27.119	0.66374	0.984	FALSE	0.008124446	0.382467033	0.0644761904761905
PTPN2	ENSG00000175354	chr18	12785478	12929643	protein_coding	PTPN2	ENSG00000175354	protein_coding	ENST00000309660	26.446	0.037813	0.179	FALSE	0.391166013	0.504467324	0.050375
PTPN20	ENSG00000204179	chr10	46911396	47002488	protein_coding	PTPN20	ENSG00000204179	protein_coding	NA	NA	NA	NA	FALSE	0.001745186	NA	NA
PTPN21	ENSG00000070778	chr14	88465778	88555007	protein_coding	PTPN21	ENSG00000070778	protein_coding	ENST00000556564	62.066	0.48336	0.656	FALSE	0.108021444	-1.317306883	0.14764
PTPN22	ENSG00000134242	chr1	113813811	113871753	protein_coding	PTPN22	ENSG00000134242	protein_coding	ENST00000359785	43.658	0.8246	1.089	TRUE	0.124440937	0.766103084	0.002875
PTPN23	ENSG00000076201	chr3	47381011	47413435	protein_coding	PTPN23	ENSG00000076201	protein_coding	ENST00000265562	71.743	0.2509	0.372	FALSE	0.042746364	-1.72949196	0
PTPN3	ENSG00000070159	chr9	109375466	109498313	protein_coding	PTPN3	ENSG00000070159	protein_coding	ENST00000374541	61.463	0.40675	0.568	FALSE	0.888079599	-0.61943213	0.232212121212121
PTPN4	ENSG00000088179	chr2	119759922	119984899	protein_coding	PTPN4	ENSG00000088179	protein_coding	ENST00000263708	60.86	0.16431	0.279	FALSE	0.470747224	-0.514599937	0.292546875
PTPN5	ENSG00000110786	chr11	18727928	18792721	protein_coding	PTPN5	ENSG00000110786	protein_coding	ENST00000358540	32.53	0.33814	0.56	FALSE	0.266849949	0.042258271	0.311857142857143
PTPN6	ENSG00000111679	chr12	6946468	6961316	protein_coding	PTPN6	ENSG00000111679	protein_coding	ENST00000456013	35.842	0.0279	0.132	FALSE	0.579428036	-0.763589585	0.0403333333333333
PTPN7	ENSG00000143851	chr1	202147013	202161588	protein_coding	PTPN7	ENSG00000143851	protein_coding	ENST00000309017	30.859	0.77774	1.094	FALSE	0.08154104	0.23798022	0.0179166666666667
PTPN9	ENSG00000169410	chr15	75463251	75579315	protein_coding	PTPN9	ENSG00000169410	protein_coding	ENST00000306726	31.223	0.25622	0.462	FALSE	0.114501996	-0.557396897	0.264380952380952
PTPRA	ENSG00000132670	chr20	2873420	3039076	protein_coding	PTPRA	ENSG00000132670	protein_coding	ENST00000380393	47.74	0.083788	0.192	FALSE	0.392178841	-1.237081052	0.266111111111111
PTPRB	ENSG00000127329	chr12	70515870	70637440	protein_coding	PTPRB	ENSG00000127329	protein_coding	ENST00000334414	107.4	0.22347	0.314	FALSE	0.177727795	-0.5793877	0.0612325581395349
PTPRC	ENSG00000081237	chr1	198638457	198757476	protein_coding	PTPRC	ENSG00000081237	protein_coding	ENST00000442510	69.862	0.11451	0.207	FALSE	0.168280937	-1.017635643	0.0238947368421053
PTPRCAP	ENSG00000213402	chr11	67435510	67437682	protein_coding	PTPRCAP	ENSG00000213402	protein_coding	ENST00000326294	2.3007	0	1.226	FALSE	0.005715909	0.770182624	0
PTPRD	ENSG00000153707	chr9	8314246	10613002	protein_coding	PTPRD	ENSG00000153707	protein_coding	ENST00000381196	94.22	0.053067	0.112	FALSE	0.999948474	-3.453585433	0.445628571428571
PTPRE	ENSG00000132334	chr10	127907103	128085855	protein_coding	PTPRE	ENSG00000132334	protein_coding	ENST00000254667	48.68	0.30814	0.474	FALSE	0.026019241	-0.627539541	0.076375
PTPRF	ENSG00000142949	chr1	43525187	43623666	protein_coding	PTPRF	ENSG00000142949	protein_coding	ENST00000359947	90.77	0.11017	0.187	FALSE	0.266872096	-3.828797591	0.118971428571429
PTPRG	ENSG00000144724	chr3	61561569	62297609	protein_coding	PTPRG	ENSG00000144724	protein_coding	ENST00000474889	74.777	0.32095	0.451	FALSE	0.93749185	-1.297792974	0.351707317073171
PTPRH	ENSG00000080031	chr19	55181247	55209506	protein_coding	PTPRH	ENSG00000080031	protein_coding	ENST00000376350	60.135	0.94787	1.182	TRUE	0.001001705	1.571829284	0.043
PTPRJ	ENSG00000149177	chr11	47980558	48170841	protein_coding	PTPRJ	ENSG00000149177	protein_coding	ENST00000418331	62.375	0.46493	0.634	FALSE	0.001744449	0.175804239	0.215783783783784
PTPRK	ENSG00000152894	chr6	127968785	128520616	protein_coding	PTPRK	ENSG00000152894	protein_coding	ENST00000368213	82.472	0.20613	0.309	TRUE	0.849519936	-1.277277784	0.258933333333333
PTPRM	ENSG00000173482	chr18	7566782	8406861	protein_coding	PTPRM	ENSG00000173482	protein_coding	ENST00000580170	83.415	0.14386	0.233	FALSE	0.746294378	-2.377199314	0.2565
PTPRN	ENSG00000054356	chr2	219289623	219309648	protein_coding	PTPRN	ENSG00000054356	protein_coding	ENST00000295718	47.777	0.39768	0.584	FALSE	0.180182298	-0.590062813	0.0291428571428571
PTPRN2	ENSG00000155093	chr7	157539056	158587823	protein_coding	PTPRN2	ENSG00000155093	protein_coding	ENST00000389418	51.146	0.39104	0.568	TRUE	0.133975302	1.045115763	0.0955882352941176
PTPRO	ENSG00000151490	chr12	15322257	15602175	protein_coding	PTPRO	ENSG00000151490	protein_coding	ENST00000281171	63.823	0.32903	0.474	FALSE	0.246516206	-1.354758571	0
PTPRQ	ENSG00000139304	chr12	80402178	80680273	protein_coding	PTPRQ	ENSG00000139304	protein_coding	ENST00000266688	87.758	0.54696	0.696	TRUE	0.143670456	NA	0.039875
PTPRR	ENSG00000153233	chr12	70638073	70920738	protein_coding	PTPRR	ENSG00000153233	protein_coding	ENST00000283228	34.803	0.45973	0.698	FALSE	0.417066209	0.288272923	0.275375
PTPRS	ENSG00000105426	chr19	5158495	5340803	protein_coding	PTPRS	ENSG00000105426	protein_coding	ENST00000357368	90.909	0.165	0.254	FALSE	0.038665727	-3.798521986	0.161909090909091
PTPRT	ENSG00000196090	chr20	42072752	43189970	protein_coding	PTPRT	ENSG00000196090	protein_coding	ENST00000373187	80.342	0.099575	0.18	FALSE	0.944095136	-1.557459245	0.133551724137931
PTPRU	ENSG00000060656	chr1	29236516	29326813	protein_coding	PTPRU	ENSG00000060656	protein_coding	ENST00000345512	75.342	0.22564	0.338	FALSE	0.181800167	-2.037831654	0.208125
PTPRZ1	ENSG00000106278	chr7	121873089	122062036	protein_coding	PTPRZ1	ENSG00000106278	protein_coding	ENST00000393386	93.198	0.19314	0.286	FALSE	0.370619517	-1.191399665	0.0625
PTRH1	ENSG00000187024	chr9	127690348	127724873	protein_coding	PTRH1	ENSG00000187024	protein_coding	ENST00000419060	6.8124	0.88075	1.659	FALSE	0.053972613	0.192220069	0.0128333333333333
PTRH2	ENSG00000141378	chr17	59674636	59707626	protein_coding	PTRH2	ENSG00000141378	protein_coding	ENST00000470557	5.7215	0.8739	1.703	FALSE	0.538381867	-0.202814005	0.178814814814815
PTRHD1	ENSG00000184924	chr2	24789728	24793391	protein_coding	PTRHD1	ENSG00000184924	protein_coding	ENST00000328379	5.0411	1.587	1.941	FALSE	0.076315718	-0.34355311	0.0105714285714286
PTS	ENSG00000150787	chr11	112226367	112269955	protein_coding	PTS	ENSG00000150787	protein_coding	ENST00000280362	8.228	0.97229	1.685	FALSE	0.41186285	-0.086911311	0.0718571428571429
PTTG1	ENSG00000164611	chr5	160421855	160428739	protein_coding	PTTG1	ENSG00000164611	protein_coding	ENST00000393964	8.3285	0.72042	1.411	FALSE	0.31099077	-0.475233479	NA
PTTG1IP	ENSG00000183255	chr21	44849585	44873903	protein_coding	PTTG1IP	ENSG00000183255	protein_coding	ENST00000330938	9.7181	0.5145	1.081	FALSE	0.010982035	0.011651944	0.0332307692307692
PTTG1IP2	ENSG00000251154	chr7	90469639	90513397	protein_coding	AC006153.3	ENSG00000251154	unprocessed_pseudogene	NA	NA	NA	NA	FALSE	NA	NA	NA
PTTG2	ENSG00000250254	chr4	37960398	37961128	protein_coding	PTTG2	ENSG00000250254	protein_coding	ENST00000504686	NA	NA	NA	FALSE	0.001407231	0.464639391	0
PTX3	ENSG00000163661	chr3	157436850	157443633	protein_coding	PTX3	ENSG00000163661	protein_coding	ENST00000295927	12.002	0.66657	1.202	FALSE	0.024515934	0.41418254	0.014
PTX4	ENSG00000251692	chr16	1485886	1488981	protein_coding	PTX4	ENSG00000251692	protein_coding	ENST00000293922	16.14	1.1152	1.64	FALSE	0.002821018	3.765655784	NA
PUDP	ENSG00000130021	chrX	6667865	7148158	protein_coding	PUDP	ENSG00000130021	protein_coding	ENST00000424830	5.4812	0.36489	1.143	FALSE	NA	0.152720504	0.0489411764705882
PUF60	ENSG00000179950	chr8	143816344	143829352	protein_coding	PUF60	ENSG00000179950	protein_coding	ENST00000526683	25.692	0.077845	0.245	FALSE	0.350810958	-0.87793545	0.287666666666667
PUM1	ENSG00000134644	chr1	30931506	31065991	protein_coding	PUM1	ENSG00000134644	protein_coding	ENST00000426105	60.025	0.049979	0.129	FALSE	0.769454828	-1.833282371	0.3394
PUM2	ENSG00000055917	chr2	20248691	20352234	protein_coding	PUM2	ENSG00000055917	protein_coding	ENST00000338086	55.343	0.16262	0.284	FALSE	0.691632213	-2.039537829	0.216176470588235
PUM3	ENSG00000080608	chr9	2720469	2844095	protein_coding	PUM3	ENSG00000080608	protein_coding	NA	NA	NA	NA	FALSE	NA	NA	NA
