Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	x_class	Balaton.consensus.calls	Cotton_AR	Tuk_Skew_AR	Tuk_SC_AR	garieri_AR	sauteraud_AR	mean_AR_public
NXF2B	ENSG00000269437	protein_coding	chrX	102360396	102439932	NXF2B	ENSG00000269437	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
NXF3	ENSG00000147206	protein_coding	chrX	103075810	103093143	NXF3	ENSG00000147206	protein_coding	Multicopy	VE	NA	NA	NA	NA	NA	NA
NXT2	ENSG00000101888	protein_coding	chrX	109535781	109544698	NXT2	ENSG00000101888	protein_coding	Single-copy	Mostly S	0.02	NA	NA	0.00409575947434426	0.023453666	0.0158498084914481
NYX	ENSG00000188937	protein_coding	chrX	41447343	41475710	NYX	ENSG00000188937	protein_coding	Single-copy	S	0.08	NA	NA	NA	NA	0.08
OCRL	ENSG00000122126	protein_coding	chrX	129539849	129592561	OCRL	ENSG00000122126	protein_coding	Single-copy	S	0.05	0	NA	0	0	0.0125
OFD1	ENSG00000046651	protein_coding	chrX	13734743	13777955	OFD1	ENSG00000046651	protein_coding	Single-copy	Mostly E	0.18	0.444444444444444	NA	NA	0.362634837	0.329026427148148
OGT	ENSG00000147162	protein_coding	chrX	71533104	71575892	OGT	ENSG00000147162	protein_coding	Single-copy	Mostly S	0.01	NA	0	NA	0.014685844	0.00822861466666667
OPHN1	ENSG00000079482	protein_coding	chrX	67949349	68433913	OPHN1	ENSG00000079482	protein_coding	Single-copy	S	0.13	NA	NA	0.00175507489120941	NA	0.0658775374456047
OPN1LW	ENSG00000102076	protein_coding	chrX	154144243	154159032	OPN1LW	ENSG00000102076	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
OPN1MW	ENSG00000268221	protein_coding	chrX	154182596	154196861	OPN1MW	ENSG00000268221	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
OPN1MW2	ENSG00000166160	protein_coding	chrX	154219756	154233286	OPN1MW2	ENSG00000166160	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
OPN1MW3	ENSG00000269433	protein_coding	chrX	154257538	154271805	OPN1MW3	ENSG00000269433	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
OR13H1	ENSG00000171054	protein_coding	chrX	131544074	131545000	OR13H1	ENSG00000171054	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
OTC	ENSG00000036473	protein_coding	chrX	38352586	38421446	OTC	ENSG00000036473	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
OTUD5	ENSG00000068308	protein_coding	chrX	48922024	48958386	OTUD5	ENSG00000068308	protein_coding	Single-copy	S	0.05	NA	NA	NA	0.051494782	0.050747391
OTUD6A	ENSG00000189401	protein_coding	chrX	70062457	70064179	OTUD6A	ENSG00000189401	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
P2RY10	ENSG00000078589	protein_coding	chrX	78945332	78963727	P2RY10	ENSG00000078589	protein_coding	Single-copy	VE	0.36	NA	NA	NA	0.223870225	0.2919351125
P2RY4	ENSG00000186912	protein_coding	chrX	70258166	70260204	P2RY4	ENSG00000186912	protein_coding	Single-copy	S	0.04	NA	NA	NA	NA	0.04
P2RY8	ENSG00000182162	protein_coding	chrX	1462581	1537185	P2RY8	ENSG00000182162	protein_coding	PAR	PAR	0.73	0.988888888888889	0.795398501280854	NA	0.771533126	0.821455129042436
PABIR2	ENSG00000156504	protein_coding	chrX	134769566	134797232	FAM122B	ENSG00000156504	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
PABIR3	ENSG00000156500	protein_coding	chrX	134796395	134854835	FAM122C	ENSG00000156500	protein_coding	Single-copy	Mostly S	NA	NA	NA	NA	NA	NA
PABPC1L2A	ENSG00000186288	protein_coding	chrX	73077276	73079512	PABPC1L2A	ENSG00000186288	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
PABPC1L2B	ENSG00000184388	protein_coding	chrX	73002939	73006106	PABPC1L2B	ENSG00000184388	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
PABPC5	ENSG00000174740	protein_coding	chrX	91434595	91438584	PABPC5	ENSG00000174740	protein_coding	Single-copy	Mostly VE	NA	NA	NA	NA	NA	NA
PAGE1	ENSG00000068985	protein_coding	chrX	49687447	49695984	PAGE1	ENSG00000068985	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
PAGE2	ENSG00000234068	protein_coding	chrX	55089018	55092842	PAGE2	ENSG00000234068	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
PAGE2B	ENSG00000238269	protein_coding	chrX	55075030	55078909	PAGE2B	ENSG00000238269	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
PAGE3	ENSG00000204279	protein_coding	chrX	55258415	55264916	PAGE3	ENSG00000204279	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
PAGE4	ENSG00000101951	protein_coding	chrX	49829260	49834264	PAGE4	ENSG00000101951	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
PAGE5	ENSG00000158639	protein_coding	chrX	55220346	55224108	PAGE5	ENSG00000158639	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
PAK3	ENSG00000077264	protein_coding	chrX	110944285	111227361	PAK3	ENSG00000077264	protein_coding	Single-copy	Mostly S	0.19	NA	NA	NA	NA	0.19
PASD1	ENSG00000166049	protein_coding	chrX	151563675	151676739	PASD1	ENSG00000166049	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
PBDC1	ENSG00000102390	protein_coding	chrX	76173040	76178314	PBDC1	ENSG00000102390	protein_coding	Single-copy	S	0.01	NA	NA	0	0.005408777	0.005136259
PCDH11X	ENSG00000102290	protein_coding	chrX	91779261	92623230	PCDH11X	ENSG00000102290	protein_coding	Single-copy	Discordant	0.18	NA	NA	NA	NA	0.18
PCDH19	ENSG00000165194	protein_coding	chrX	100291644	100410273	PCDH19	ENSG00000165194	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
PCSK1N	ENSG00000102109	protein_coding	chrX	48831096	48835610	PCSK1N	ENSG00000102109	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
PCYT1B	ENSG00000102230	protein_coding	chrX	24558087	24672677	PCYT1B	ENSG00000102230	protein_coding	Single-copy	S	0.11	NA	NA	NA	NA	0.11
PDHA1	ENSG00000131828	protein_coding	chrX	19343893	19361718	PDHA1	ENSG00000131828	protein_coding	Single-copy	S	0.03	NA	NA	NA	0.013450965	0.0217254825
PDK3	ENSG00000067992	protein_coding	chrX	24465270	24550466	PDK3	ENSG00000067992	protein_coding	Single-copy	S	0.01	0	NA	NA	0	0.00333333333333333
PDZD11	ENSG00000120509	protein_coding	chrX	70286595	70290514	PDZD11	ENSG00000120509	protein_coding	Single-copy	Mostly S	NA	NA	NA	NA	NA	NA
PDZD4	ENSG00000067840	protein_coding	chrX	153802166	153830565	PDZD4	ENSG00000067840	protein_coding	Single-copy	Discordant	0.21	NA	NA	NA	NA	0.21
PFKFB1	ENSG00000158571	protein_coding	chrX	54932961	54998534	PFKFB1	ENSG00000158571	protein_coding	Single-copy	Discordant	0.2	NA	NA	NA	NA	0.2
PGAM4	ENSG00000226784	protein_coding	chrX	77967949	77969638	PGAM4	ENSG00000226784	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
PGK1	ENSG00000102144	protein_coding	chrX	77910739	78129295	PGK1	ENSG00000102144	protein_coding	Single-copy	S	0	NA	NA	NA	0.01979537	0.009897685
PGRMC1	ENSG00000101856	protein_coding	chrX	119236245	119244466	PGRMC1	ENSG00000101856	protein_coding	Single-copy	S	0.03	NA	NA	NA	0.008732763	0.0193663815
PHEX	ENSG00000102174	protein_coding	chrX	22032325	22494713	PHEX	ENSG00000102174	protein_coding	Single-copy	VE	0.16	NA	NA	0.00147818179633141	NA	0.0807390908981657
PHF6	ENSG00000156531	protein_coding	chrX	134373312	134428791	PHF6	ENSG00000156531	protein_coding	Single-copy	S	0.02	0	NA	NA	0.023653655	0.0145512183333333
PHF8	ENSG00000172943	protein_coding	chrX	53936676	54048958	PHF8	ENSG00000172943	protein_coding	Single-copy	S	0.02	NA	NA	0.00515443192692122	0.016075789	0.0137434069756404
PHKA1	ENSG00000067177	protein_coding	chrX	72578814	72714319	PHKA1	ENSG00000067177	protein_coding	Multicopy	Mostly S	0.12	NA	NA	NA	NA	0.12
PHKA2	ENSG00000044446	protein_coding	chrX	18892298	18984114	PHKA2	ENSG00000044446	protein_coding	Multicopy	Mostly S	0.04	0	NA	NA	0.020667218	0.020222406
PIGA	ENSG00000165195	protein_coding	chrX	15319452	15335554	PIGA	ENSG00000165195	protein_coding	Single-copy	S	0.07	0	NA	NA	0.000980233	0.0236600776666667
PIM2	ENSG00000102096	protein_coding	chrX	48913182	48919024	PIM2	ENSG00000102096	protein_coding	Single-copy	S	0.01	NA	NA	NA	0.071561273	0.0407806365
PIN4	ENSG00000102309	protein_coding	chrX	72181353	72302926	PIN4	ENSG00000102309	protein_coding	Single-copy	Discordant	0.07	NA	0.0722394220846233	NA	0.059892453	0.0673772916948744
PIR	ENSG00000087842	protein_coding	chrX	15384799	15493564	PIR	ENSG00000087842	protein_coding	Single-copy	Discordant	0.09	0	NA	0.00696619211706584	0.033916292	0.0327206210292665
PJA1	ENSG00000181191	protein_coding	chrX	69160851	69165521	PJA1	ENSG00000181191	protein_coding	Single-copy	S	0.02	NA	NA	NA	0.020452193	0.0202260965
PLAC1	ENSG00000170965	protein_coding	chrX	134565838	134764322	PLAC1	ENSG00000170965	protein_coding	Single-copy	VE	0.29	NA	NA	NA	NA	0.29
PLCXD1	ENSG00000182378	protein_coding	chrX	276322	303356	PLCXD1	ENSG00000182378	protein_coding	PAR	PAR	0.49	0.60655737704918	0.689542483660131	0.230210940890051	0.52109395	0.507480950319872
PLP1	ENSG00000123560	protein_coding	chrX	103773718	103792619	PLP1	ENSG00000123560	protein_coding	Single-copy	Mostly S	0.07	NA	NA	NA	NA	0.07
PLP2	ENSG00000102007	protein_coding	chrX	49171898	49175235	PLP2	ENSG00000102007	protein_coding	Single-copy	S	0	NA	NA	NA	0.143377006	0.071688503
PLS3	ENSG00000102024	protein_coding	chrX	115561174	115650861	PLS3	ENSG00000102024	protein_coding	Single-copy	Mostly VE	0.1	NA	NA	0.00186145859006026	0	0.0339538195300201
PLXNA3	ENSG00000130827	protein_coding	chrX	154458281	154477779	PLXNA3	ENSG00000130827	protein_coding	Single-copy	S	0.05	NA	NA	NA	0.008316224	0.029158112
PLXNB3	ENSG00000198753	protein_coding	chrX	153764196	153779346	PLXNB3	ENSG00000198753	protein_coding	Single-copy	Discordant	NA	NA	NA	NA	NA	NA
PNCK	ENSG00000130822	protein_coding	chrX	153669733	153689010	PNCK	ENSG00000130822	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
PNMA3	ENSG00000183837	protein_coding	chrX	153056409	153060467	PNMA3	ENSG00000183837	protein_coding	Single-copy	Discordant	0.23	NA	NA	NA	NA	0.23
PNMA5	ENSG00000198883	protein_coding	chrX	152988824	152994116	PNMA5	ENSG00000198883	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
PNMA6A	ENSG00000235961	protein_coding	chrX	153072454	153075019	PNMA6A	ENSG00000235961	protein_coding	Ampliconic	S	NA	NA	NA	NA	NA	NA
PNMA6E	ENSG00000214897	protein_coding	chrX	153395639	153401392	U82695.5	ENSG00000214897	protein_coding	Multicopy	NA	NA	NA	NA	NA	NA	NA
PNMA6F	ENSG00000225110	protein_coding	chrX	153317680	153321767	LL0XNC01-16G2.1	ENSG00000225110	protein_coding	Multicopy	NA	NA	NA	NA	NA	NA	NA
PNPLA4	ENSG00000006757	protein_coding	chrX	7898247	7927739	PNPLA4	ENSG00000006757	protein_coding	Single-copy	E	0.61	NA	NA	NA	0.322150662	0.466075331
POF1B	ENSG00000124429	protein_coding	chrX	85277396	85379717	POF1B	ENSG00000124429	protein_coding	Single-copy	VE	0.18	NA	NA	NA	0.053508912	0.116754456
POLA1	ENSG00000101868	protein_coding	chrX	24693873	24996986	POLA1	ENSG00000101868	protein_coding	Single-copy	S	0.02	0	NA	0.00381046452333056	0.025784343	0.0123987018808326
PORCN	ENSG00000102312	protein_coding	chrX	48508959	48520814	PORCN	ENSG00000102312	protein_coding	Single-copy	Mostly S	0.17	NA	NA	NA	0.005236026	0.087618013
POU3F4	ENSG00000196767	protein_coding	chrX	83508290	83512127	POU3F4	ENSG00000196767	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
PPEF1	ENSG00000086717	protein_coding	chrX	18675909	18827921	PPEF1	ENSG00000086717	protein_coding	Single-copy	VE	0.28	NA	NA	NA	NA	0.28
PPP1R2C	ENSG00000102055	protein_coding	chrX	42777366	42778163	PPP1R2P9	ENSG00000102055	processed_pseudogene	Single-copy	No call	NA	NA	NA	NA	NA	NA
PPP1R3F	ENSG00000049769	protein_coding	chrX	49269793	49301461	PPP1R3F	ENSG00000049769	protein_coding	Single-copy	S	0.05	NA	NA	NA	0.017320731	0.0336603655
PPP2R3B	ENSG00000167393	protein_coding	chrX	333933	386955	PPP2R3B	ENSG00000167393	protein_coding	PAR	PAR	0.68	0.894736842105263	NA	NA	0.792298405	0.789011749035088
PPP4R3C	ENSG00000224960	protein_coding	chrX	27460207	27463341	PPP4R3CP	ENSG00000224960	processed_pseudogene	Multicopy	No call	NA	NA	NA	NA	NA	NA
PQBP1	ENSG00000102103	protein_coding	chrX	48890197	48903143	PQBP1	ENSG00000102103	protein_coding	Single-copy	Mostly S	0.18	NA	NA	NA	0.618461662	0.399230831
PRAF2	ENSG00000243279	protein_coding	chrX	49071161	49074002	PRAF2	ENSG00000243279	protein_coding	Single-copy	S	NA	NA	NA	NA	0.039104731	0.039104731
PRDX4	ENSG00000123131	protein_coding	chrX	23664262	23686397	PRDX4	ENSG00000123131	protein_coding	Single-copy	S	0	NA	NA	NA	0.036485401	0.0182427005
PRICKLE3	ENSG00000012211	protein_coding	chrX	49174802	49186528	PRICKLE3	ENSG00000012211	protein_coding	Single-copy	S	0.03	NA	NA	NA	0.018224716	0.024112358
PRKX	ENSG00000183943	protein_coding	chrX	3604340	3713649	PRKX	ENSG00000183943	protein_coding	Single-copy	E	0.51	0.588235294117647	NA	NA	0.607048432	0.568427908705882
PRPS1	ENSG00000147224	protein_coding	chrX	107628428	107651993	PRPS1	ENSG00000147224	protein_coding	Multicopy	S	NA	NA	NA	NA	0.010080271	0.010080271
PRPS2	ENSG00000101911	protein_coding	chrX	12791355	12824222	PRPS2	ENSG00000101911	protein_coding	Multicopy	S	0.01	NA	0	NA	0.01086652	0.00695550666666667
PRR32	ENSG00000183631	protein_coding	chrX	126819729	126821786	PRR32	ENSG00000183631	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
PRRG1	ENSG00000130962	protein_coding	chrX	37349309	37457292	PRRG1	ENSG00000130962	protein_coding	Single-copy	Mostly S	NA	NA	NA	0.00801675727057294	NA	0.00801675727057294
PRRG3	ENSG00000130032	protein_coding	chrX	151694607	151705924	PRRG3	ENSG00000130032	protein_coding	Single-copy	Mostly S	NA	NA	NA	NA	NA	NA
PSMD10	ENSG00000101843	protein_coding	chrX	108084207	108091549	PSMD10	ENSG00000101843	protein_coding	Single-copy	S	0.02	NA	NA	NA	0.012999884	0.016499942
PTCHD1	ENSG00000165186	protein_coding	chrX	23334849	23404374	PTCHD1	ENSG00000165186	protein_coding	Single-copy	Discordant	0.46	NA	NA	NA	NA	0.46
PUDP	ENSG00000130021	protein_coding	chrX	6667865	7148158	PUDP	ENSG00000130021	protein_coding	Single-copy	E	0.71	0.728155339805825	NA	0.806192582466924	0.767023888	0.752842952568187
PWWP3B	ENSG00000157502	protein_coding	chrX	106168305	106208956	MUM1L1	ENSG00000157502	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
PWWP4	ENSG00000278803	protein_coding	chrX	153271618	153277803	RP11-635O16.1	ENSG00000278803	unprocessed_pseudogene	Ampliconic	NA	NA	NA	NA	NA	NA	NA
RAB33A	ENSG00000134594	protein_coding	chrX	130171962	130184870	RAB33A	ENSG00000134594	protein_coding	Single-copy	S	0.01	NA	NA	NA	0.015656017	0.0128280085
RAB39B	ENSG00000155961	protein_coding	chrX	155258235	155264491	RAB39B	ENSG00000155961	protein_coding	Single-copy	S	0.05	0	NA	NA	0.01397978	0.0213265933333333
RAB40A	ENSG00000172476	protein_coding	chrX	103499130	103519489	RAB40A	ENSG00000172476	protein_coding	Multicopy	Discordant	0.04	NA	NA	NA	NA	0.04
RAB40AL	ENSG00000102128	protein_coding	chrX	102937272	102938300	RAB40AL	ENSG00000102128	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
RAB41	ENSG00000147127	protein_coding	chrX	70282093	70285002	RAB41	ENSG00000147127	protein_coding	Single-copy	S	0.01	NA	NA	NA	NA	0.01
RAB9A	ENSG00000123595	protein_coding	chrX	13689128	13710504	RAB9A	ENSG00000123595	protein_coding	Multicopy	Mostly E	0.16	NA	NA	NA	0.135976636	0.147988318
RAB9B	ENSG00000123570	protein_coding	chrX	103822327	103832257	RAB9B	ENSG00000123570	protein_coding	Multicopy	Mostly S	NA	NA	NA	NA	NA	NA
RADX	ENSG00000147231	protein_coding	chrX	106611930	106679439	CXorf57	ENSG00000147231	protein_coding	Single-copy	S	NA	NA	NA	NA	0.013209958	0.013209958
RAI2	ENSG00000131831	protein_coding	chrX	17800049	17861337	RAI2	ENSG00000131831	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
RAP2C	ENSG00000123728	protein_coding	chrX	132203024	132219480	RAP2C	ENSG00000123728	protein_coding	Single-copy	S	NA	NA	NA	NA	0.036990191	0.036990191
RBBP7	ENSG00000102054	protein_coding	chrX	16839283	16870362	RBBP7	ENSG00000102054	protein_coding	Single-copy	Mostly E	0.03	0.00837988826815642	NA	0.275066207812841	0.064529559	0.0944939137702493
RBM10	ENSG00000182872	protein_coding	chrX	47145221	47186813	RBM10	ENSG00000182872	protein_coding	Single-copy	S	0.02	NA	NA	NA	0.004622473	0.0123112365
RBM3	ENSG00000102317	protein_coding	chrX	48574449	48581162	RBM3	ENSG00000102317	protein_coding	Single-copy	S	NA	0.00147819660014782	0.00104275286757039	0.00405889556027361	0.008466285	0.00376153250699795
RBM41	ENSG00000089682	protein_coding	chrX	107064420	107118823	RBM41	ENSG00000089682	protein_coding	Single-copy	Mostly S	0.02	0	NA	NA	0.023126803	0.014375601
RBMX	ENSG00000147274	protein_coding	chrX	136848004	136880764	RBMX	ENSG00000147274	protein_coding	Single-copy	S	NA	NA	NA	0.0369638183694632	0.015281948	0.0261228831847316
RBMX2	ENSG00000134597	protein_coding	chrX	130401987	130413656	RBMX2	ENSG00000134597	protein_coding	Single-copy	S	0.03	NA	NA	NA	0.028332403	0.0291662015
RBMXL3	ENSG00000175718	protein_coding	chrX	115189410	115192868	RBMXL3	ENSG00000175718	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
RENBP	ENSG00000102032	protein_coding	chrX	153935269	153944687	RENBP	ENSG00000102032	protein_coding	Single-copy	Discordant	0.15	0	NA	NA	0.028155391	0.0593851303333333
REPS2	ENSG00000169891	protein_coding	chrX	16946658	17153272	REPS2	ENSG00000169891	protein_coding	Single-copy	Discordant	0.28	NA	NA	NA	NA	0.28
RGN	ENSG00000130988	protein_coding	chrX	47078355	47093314	RGN	ENSG00000130988	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
RHOXF1	ENSG00000101883	protein_coding	chrX	120109051	120115913	RHOXF1	ENSG00000101883	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
RHOXF2	ENSG00000131721	protein_coding	chrX	120158613	120165630	RHOXF2	ENSG00000131721	protein_coding	Ampliconic	S	NA	NA	NA	NA	NA	NA
RHOXF2B	ENSG00000203989	protein_coding	chrX	120072264	120077690	RHOXF2B	ENSG00000203989	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
RIBC1	ENSG00000158423	protein_coding	chrX	53422690	53431120	RIBC1	ENSG00000158423	protein_coding	Single-copy	Discordant	0.1	NA	NA	NA	NA	0.1
RIPPLY1	ENSG00000147223	protein_coding	chrX	106900063	106903341	RIPPLY1	ENSG00000147223	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
RLIM	ENSG00000131263	protein_coding	chrX	74582976	74614624	RLIM	ENSG00000131263	protein_coding	Single-copy	S	0.04	NA	NA	NA	0.023605005	0.0318025025
RNF113A	ENSG00000125352	protein_coding	chrX	119870475	119871733	RNF113A	ENSG00000125352	protein_coding	Single-copy	S	NA	NA	NA	NA	0.037030396	0.037030396
RNF128	ENSG00000133135	protein_coding	chrX	106693794	106797016	RNF128	ENSG00000133135	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
RP2	ENSG00000102218	protein_coding	chrX	46837043	46882358	RP2	ENSG00000102218	protein_coding	Single-copy	S	NA	NA	NA	0.00636424750119757	0.036007907	0.0211860772505988
RPA4	ENSG00000204086	protein_coding	chrX	96883908	96885467	RPA4	ENSG00000204086	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
RPGR	ENSG00000156313	protein_coding	chrX	38269163	38327544	RPGR	ENSG00000156313	protein_coding	Single-copy	S	0	NA	NA	NA	0	0
RPL10	ENSG00000147403	protein_coding	chrX	154389955	154409168	RPL10	ENSG00000147403	protein_coding	Single-copy	S	0.05	0.00346996313164173	0.0115071268566211	NA	0.009791388	0.0186921194970657
RPL36A	ENSG00000241343	protein_coding	chrX	101390824	101396155	RPL36A	ENSG00000241343	protein_coding	Single-copy	S	NA	NA	0.107142857142857	0.000886785692123304	0	0.0360098809449935
RPL36A-HNRNPH2	ENSG00000257529	protein_coding	chrX	101391011	101412297	RPL36A-HNRNPH2	ENSG00000257529	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
RPL39	ENSG00000198918	protein_coding	chrX	119786504	119791630	RPL39	ENSG00000198918	protein_coding	Single-copy	S	0.04	NA	NA	NA	0.069416883	0.0547084415
RPS4X	ENSG00000198034	protein_coding	chrX	72255679	72277248	RPS4X	ENSG00000198034	protein_coding	Single-copy	Mostly E	0.6	0.285714285714286	NA	NA	0.617896162	0.501203482571429
RPS6KA3	ENSG00000177189	protein_coding	chrX	20149911	20267519	RPS6KA3	ENSG00000177189	protein_coding	Single-copy	S	0.03	0.0113636363636364	NA	0.00909184982382027	0.015333472	0.0164472395468642
RPS6KA6	ENSG00000072133	protein_coding	chrX	84058346	84188199	RPS6KA6	ENSG00000072133	protein_coding	Single-copy	S	0.06	NA	NA	0	NA	0.03
RRAGB	ENSG00000083750	protein_coding	chrX	55717749	55758774	RRAGB	ENSG00000083750	protein_coding	Single-copy	Mostly S	0.01	NA	NA	NA	0	0.005
RS1	ENSG00000102104	protein_coding	chrX	18639688	18672108	RS1	ENSG00000102104	protein_coding	Single-copy	Discordant	0.2	NA	NA	NA	NA	0.2
RTL3	ENSG00000179300	protein_coding	chrX	78656068	78659328	ZCCHC5	ENSG00000179300	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
RTL4	ENSG00000187823	protein_coding	chrX	112454500	112457112	ZCCHC16	ENSG00000187823	protein_coding	Single-copy	E	NA	NA	NA	NA	NA	NA
RTL5	ENSG00000242732	protein_coding	chrX	72127110	72131901	RGAG4	ENSG00000242732	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
RTL8A	ENSG00000203950	protein_coding	chrX	135050932	135052196	FAM127B	ENSG00000203950	protein_coding	Multicopy	S	NA	0	NA	NA	NA	0
RTL8B	ENSG00000212747	protein_coding	chrX	135020513	135022542	FAM127C	ENSG00000212747	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
RTL8C	ENSG00000134590	protein_coding	chrX	135032355	135033546	FAM127A	ENSG00000134590	protein_coding	Multicopy	S	NA	NA	NA	NA	0	0
RTL9	ENSG00000243978	protein_coding	chrX	110358816	110456334	RGAG1	ENSG00000243978	protein_coding	Single-copy	VE	NA	NA	NA	NA	NA	NA
S100G	ENSG00000169906	protein_coding	chrX	16650158	16654670	S100G	ENSG00000169906	protein_coding	Single-copy	E	NA	NA	NA	NA	NA	NA
SAGE1	ENSG00000181433	protein_coding	chrX	135889205	135913062	SAGE1	ENSG00000181433	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
SASH3	ENSG00000122122	protein_coding	chrX	129779949	129795201	SASH3	ENSG00000122122	protein_coding	Single-copy	S	0.03	0	NA	NA	0.024682418	0.0182274726666667
SAT1	ENSG00000130066	protein_coding	chrX	23783173	23786210	SAT1	ENSG00000130066	protein_coding	Single-copy	S	NA	NA	NA	NA	0.0253377	0.0253377
SATL1	ENSG00000184788	protein_coding	chrX	85092284	85243911	SATL1	ENSG00000184788	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
SCML1	ENSG00000047634	protein_coding	chrX	17737449	17754988	SCML1	ENSG00000047634	protein_coding	Multicopy	S	0.04	NA	NA	NA	0	0.02
SCML2	ENSG00000102098	protein_coding	chrX	18239313	18354688	SCML2	ENSG00000102098	protein_coding	Multicopy	Mostly S	0.22	NA	NA	0.000786234387989082	NA	0.110393117193995
SEPTIN6	ENSG00000125354	protein_coding	chrX	119615724	119693370	SEPT6	ENSG00000125354	protein_coding	Single-copy	Mostly S	NA	NA	NA	NA	NA	NA
SERPINA7	ENSG00000123561	protein_coding	chrX	106032435	106038727	SERPINA7	ENSG00000123561	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
SERTM2	ENSG00000260802	protein_coding	chrX	111511662	111522399	LINC00890	ENSG00000260802	lincRNA	Single-copy	NA	NA	NA	NA	NA	NA	NA
SH2D1A	ENSG00000183918	protein_coding	chrX	124227868	124373197	SH2D1A	ENSG00000183918	protein_coding	Single-copy	VE	0.15	NA	NA	NA	NA	0.15
SH3BGRL	ENSG00000131171	protein_coding	chrX	81202102	81298547	SH3BGRL	ENSG00000131171	protein_coding	Single-copy	Mostly S	0.08	NA	NA	NA	0.070544481	0.0752722405
SH3KBP1	ENSG00000147010	protein_coding	chrX	19533977	19887600	SH3KBP1	ENSG00000147010	protein_coding	Single-copy	Mostly S	0.05	NA	NA	0.0092061177039755	0.029272282	0.0294927999013252
SHOX	ENSG00000185960	protein_coding	chrX	624344	659411	SHOX	ENSG00000185960	protein_coding	PAR	PAR	NA	NA	NA	0.0173726554647156	NA	0.0173726554647156
SHROOM2	ENSG00000146950	protein_coding	chrX	9786429	9949443	SHROOM2	ENSG00000146950	protein_coding	Multicopy	Mostly VE	0.37	NA	NA	0	NA	0.185
SHROOM4	ENSG00000158352	protein_coding	chrX	50591642	50814302	SHROOM4	ENSG00000158352	protein_coding	Multicopy	Mostly S	0.12	NA	NA	NA	NA	0.12
SLC10A3	ENSG00000126903	protein_coding	chrX	154487306	154490690	SLC10A3	ENSG00000126903	protein_coding	Single-copy	S	NA	NA	NA	NA	0.00585679	0.00585679
SLC16A2	ENSG00000147100	protein_coding	chrX	74421493	74533917	SLC16A2	ENSG00000147100	protein_coding	Single-copy	Mostly S	0.12	NA	NA	NA	NA	0.12
SLC25A14	ENSG00000102078	protein_coding	chrX	130339888	130373361	SLC25A14	ENSG00000102078	protein_coding	Single-copy	S	0.03	NA	NA	NA	NA	0.03
SLC25A43	ENSG00000077713	protein_coding	chrX	119399336	119454478	SLC25A43	ENSG00000077713	protein_coding	Single-copy	Mostly S	0.03	0	NA	0.00192168579335172	0.023298614	0.0138050749483379
