Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Human_NPY	x_class
RPS4X	ENSG00000198034	protein_coding	chrX	72255679	72277248	RPS4X	ENSG00000198034	protein_coding	TRUE	Single-copy
RPS6KA3	ENSG00000177189	protein_coding	chrX	20149911	20267519	RPS6KA3	ENSG00000177189	protein_coding	FALSE	Single-copy
RPS6KA6	ENSG00000072133	protein_coding	chrX	84058346	84188199	RPS6KA6	ENSG00000072133	protein_coding	FALSE	Single-copy
RRAGB	ENSG00000083750	protein_coding	chrX	55717749	55758774	RRAGB	ENSG00000083750	protein_coding	FALSE	Single-copy
RS1	ENSG00000102104	protein_coding	chrX	18639688	18672108	RS1	ENSG00000102104	protein_coding	FALSE	Single-copy
RTL3	ENSG00000179300	protein_coding	chrX	78656068	78659328	ZCCHC5	ENSG00000179300	protein_coding	FALSE	Single-copy
RTL4	ENSG00000187823	protein_coding	chrX	112454500	112457112	ZCCHC16	ENSG00000187823	protein_coding	FALSE	Single-copy
RTL5	ENSG00000242732	protein_coding	chrX	72127110	72131901	RGAG4	ENSG00000242732	protein_coding	FALSE	Single-copy
RTL8A	ENSG00000203950	protein_coding	chrX	135050932	135052196	FAM127B	ENSG00000203950	protein_coding	FALSE	Multicopy
RTL8B	ENSG00000212747	protein_coding	chrX	135020513	135022542	FAM127C	ENSG00000212747	protein_coding	FALSE	Multicopy
RTL8C	ENSG00000134590	protein_coding	chrX	135032355	135033546	FAM127A	ENSG00000134590	protein_coding	FALSE	Multicopy
RTL9	ENSG00000243978	protein_coding	chrX	110358816	110456334	RGAG1	ENSG00000243978	protein_coding	FALSE	Single-copy
S100G	ENSG00000169906	protein_coding	chrX	16650158	16654670	S100G	ENSG00000169906	protein_coding	FALSE	Single-copy
SAGE1	ENSG00000181433	protein_coding	chrX	135889205	135913062	SAGE1	ENSG00000181433	protein_coding	FALSE	Single-copy
SASH3	ENSG00000122122	protein_coding	chrX	129779949	129795201	SASH3	ENSG00000122122	protein_coding	FALSE	Single-copy
SAT1	ENSG00000130066	protein_coding	chrX	23783173	23786210	SAT1	ENSG00000130066	protein_coding	FALSE	Single-copy
SATL1	ENSG00000184788	protein_coding	chrX	85092284	85243911	SATL1	ENSG00000184788	protein_coding	FALSE	Single-copy
SCML1	ENSG00000047634	protein_coding	chrX	17737449	17754988	SCML1	ENSG00000047634	protein_coding	FALSE	Multicopy
SCML2	ENSG00000102098	protein_coding	chrX	18239313	18354688	SCML2	ENSG00000102098	protein_coding	FALSE	Multicopy
SEPTIN6	ENSG00000125354	protein_coding	chrX	119615724	119693370	SEPT6	ENSG00000125354	protein_coding	FALSE	Single-copy
SERPINA7	ENSG00000123561	protein_coding	chrX	106032435	106038727	SERPINA7	ENSG00000123561	protein_coding	FALSE	Single-copy
SERTM2	ENSG00000260802	protein_coding	chrX	111511662	111522399	LINC00890	ENSG00000260802	lincRNA	FALSE	Single-copy
SH2D1A	ENSG00000183918	protein_coding	chrX	124227868	124373197	SH2D1A	ENSG00000183918	protein_coding	FALSE	Single-copy
SH3BGRL	ENSG00000131171	protein_coding	chrX	81202102	81298547	SH3BGRL	ENSG00000131171	protein_coding	FALSE	Single-copy
SH3KBP1	ENSG00000147010	protein_coding	chrX	19533977	19887600	SH3KBP1	ENSG00000147010	protein_coding	FALSE	Single-copy
SHOX	ENSG00000185960	protein_coding	chrX	624344	659411	SHOX	ENSG00000185960	protein_coding	FALSE	PAR
SHROOM2	ENSG00000146950	protein_coding	chrX	9786429	9949443	SHROOM2	ENSG00000146950	protein_coding	FALSE	Multicopy
SHROOM4	ENSG00000158352	protein_coding	chrX	50591642	50814302	SHROOM4	ENSG00000158352	protein_coding	FALSE	Multicopy
SLC10A3	ENSG00000126903	protein_coding	chrX	154487306	154490690	SLC10A3	ENSG00000126903	protein_coding	FALSE	Single-copy
SLC16A2	ENSG00000147100	protein_coding	chrX	74421493	74533917	SLC16A2	ENSG00000147100	protein_coding	FALSE	Single-copy
SLC25A14	ENSG00000102078	protein_coding	chrX	130339888	130373361	SLC25A14	ENSG00000102078	protein_coding	FALSE	Single-copy
SLC25A43	ENSG00000077713	protein_coding	chrX	119399336	119454478	SLC25A43	ENSG00000077713	protein_coding	FALSE	Single-copy
SLC25A5	ENSG00000005022	protein_coding	chrX	119468422	119471396	SLC25A5	ENSG00000005022	protein_coding	FALSE	Single-copy
SLC25A53	ENSG00000269743	protein_coding	chrX	104099214	104157009	SLC25A53	ENSG00000269743	protein_coding	FALSE	Single-copy
SLC25A6	ENSG00000169100	protein_coding	chrX	1386152	1392113	SLC25A6	ENSG00000169100	protein_coding	FALSE	PAR
SLC35A2	ENSG00000102100	protein_coding	chrX	48903180	48911958	SLC35A2	ENSG00000102100	protein_coding	FALSE	Single-copy
SLC38A5	ENSG00000017483	protein_coding	chrX	48458537	48470260	SLC38A5	ENSG00000017483	protein_coding	FALSE	Single-copy
SLC6A14	ENSG00000268104	protein_coding	chrX	116436606	116461458	SLC6A14	ENSG00000268104	protein_coding	FALSE	Single-copy
SLC6A8	ENSG00000130821	protein_coding	chrX	153687926	153696588	SLC6A8	ENSG00000130821	protein_coding	FALSE	Single-copy
SLC7A3	ENSG00000165349	protein_coding	chrX	70925579	70931125	SLC7A3	ENSG00000165349	protein_coding	FALSE	Single-copy
SLC9A6	ENSG00000198689	protein_coding	chrX	135973841	136047269	SLC9A6	ENSG00000198689	protein_coding	FALSE	Multicopy
SLC9A7	ENSG00000065923	protein_coding	chrX	46599251	46759118	SLC9A7	ENSG00000065923	protein_coding	FALSE	Multicopy
SLITRK2	ENSG00000185985	protein_coding	chrX	145817829	145829856	SLITRK2	ENSG00000185985	protein_coding	FALSE	Single-copy
SLITRK2	ENSG00000185985	protein_coding	chrX	145817829	145829856	SLITRK2	ENSG00000185985	protein_coding	FALSE	Single-copy
SLITRK4	ENSG00000179542	protein_coding	chrX	143622790	143636101	SLITRK4	ENSG00000179542	protein_coding	FALSE	Single-copy
SMARCA1	ENSG00000102038	protein_coding	chrX	129446501	129523500	SMARCA1	ENSG00000102038	protein_coding	FALSE	Single-copy
SMC1A	ENSG00000072501	protein_coding	chrX	53374149	53422728	SMC1A	ENSG00000072501	protein_coding	FALSE	Single-copy
SMIM10	ENSG00000184785	protein_coding	chrX	134990991	134992473	SMIM10	ENSG00000184785	protein_coding	FALSE	Single-copy
SMIM10L2A	ENSG00000178947	protein_coding	chrX	135421944	135428075	SMIM10L2A	ENSG00000178947	protein_coding	FALSE	Multicopy
SMIM10L2B	ENSG00000196972	protein_coding	chrX	135094985	135098712	SMIM10L2B	ENSG00000196972	protein_coding	FALSE	Multicopy
SMIM9	ENSG00000203870	protein_coding	chrX	154823348	154834662	SMIM9	ENSG00000203870	protein_coding	FALSE	Single-copy
SMPX	ENSG00000091482	protein_coding	chrX	21705978	21758116	SMPX	ENSG00000091482	protein_coding	FALSE	Single-copy
SMS	ENSG00000102172	protein_coding	chrX	21940709	21994837	SMS	ENSG00000102172	protein_coding	FALSE	Single-copy
SNX12	ENSG00000147164	protein_coding	chrX	71056332	71073426	SNX12	ENSG00000147164	protein_coding	FALSE	Single-copy
SOWAHD	ENSG00000187808	protein_coding	chrX	119758588	119760202	SOWAHD	ENSG00000187808	protein_coding	FALSE	Single-copy
SOX3	ENSG00000134595	protein_coding	chrX	140502985	140505069	SOX3	ENSG00000134595	protein_coding	TRUE	Single-copy
SPACA5	ENSG00000171489	protein_coding	chrX	48004336	48009729	SPACA5	ENSG00000171489	protein_coding	FALSE	Ampliconic
SPACA5B	ENSG00000171478	protein_coding	chrX	48130626	48132620	SPACA5B	ENSG00000171478	protein_coding	FALSE	Ampliconic
SPANXA1	ENSG00000198021	protein_coding	chrX	141583674	141585011	SPANXA1	ENSG00000198021	protein_coding	FALSE	Ampliconic
SPANXA2	ENSG00000203926	protein_coding	chrX	141589708	141590762	SPANXA2	ENSG00000203926	protein_coding	FALSE	Ampliconic
SPANXB1	ENSG00000227234	protein_coding	chrX	141002594	141003706	SPANXB1	ENSG00000227234	protein_coding	FALSE	Ampliconic
SPANXB1	ENSG00000227234	protein_coding	chrX	141002594	141003706	SPANXB1	ENSG00000227234	protein_coding	FALSE	Ampliconic
SPANXC	ENSG00000198573	protein_coding	chrX	141241463	141242517	SPANXC	ENSG00000198573	protein_coding	FALSE	Ampliconic
SPANXD	ENSG00000196406	protein_coding	chrX	141697411	141698739	SPANXD	ENSG00000196406	protein_coding	FALSE	Ampliconic
SPANXN1	ENSG00000203923	protein_coding	chrX	145247503	145256208	SPANXN1	ENSG00000203923	protein_coding	FALSE	Multicopy
SPANXN2	ENSG00000268988	protein_coding	chrX	143711955	143721423	SPANXN2	ENSG00000268988	protein_coding	FALSE	Multicopy
SPANXN3	ENSG00000189252	protein_coding	chrX	143508735	143517475	SPANXN3	ENSG00000189252	protein_coding	FALSE	Multicopy
SPANXN4	ENSG00000189326	protein_coding	chrX	143025918	143034702	SPANXN4	ENSG00000189326	protein_coding	FALSE	Multicopy
SPANXN5	ENSG00000204363	protein_coding	chrX	52796144	52797427	SPANXN5	ENSG00000204363	protein_coding	FALSE	Multicopy
SPIN2A	ENSG00000147059	protein_coding	chrX	57134530	57137625	SPIN2A	ENSG00000147059	protein_coding	FALSE	Multicopy
SPIN2B	ENSG00000186787	protein_coding	chrX	57118551	57121548	SPIN2B	ENSG00000186787	protein_coding	FALSE	Multicopy
SPIN3	ENSG00000204271	protein_coding	chrX	56818298	56995827	SPIN3	ENSG00000204271	protein_coding	FALSE	Multicopy
SPIN4	ENSG00000186767	protein_coding	chrX	63347228	63351332	SPIN4	ENSG00000186767	protein_coding	FALSE	Multicopy
SPRY3	ENSG00000168939	protein_coding	chrX	155612572	155782459	SPRY3	ENSG00000168939	protein_coding	FALSE	Single-copy
SRPK3	ENSG00000184343	protein_coding	chrX	153776412	153785732	SRPK3	ENSG00000184343	protein_coding	FALSE	Single-copy
SRPX	ENSG00000101955	protein_coding	chrX	38149336	38220924	SRPX	ENSG00000101955	protein_coding	FALSE	Single-copy
SRPX2	ENSG00000102359	protein_coding	chrX	100644195	100675788	SRPX2	ENSG00000102359	protein_coding	FALSE	Single-copy
SSR4	ENSG00000180879	protein_coding	chrX	153793516	153798499	SSR4	ENSG00000180879	protein_coding	FALSE	Single-copy
SSX1	ENSG00000126752	protein_coding	chrX	48255392	48267444	SSX1	ENSG00000126752	protein_coding	FALSE	Ampliconic
SSX2	ENSG00000241476	protein_coding	chrX	52696896	52707189	SSX2	ENSG00000241476	protein_coding	FALSE	Ampliconic
SSX2B	ENSG00000268447	protein_coding	chrX	52751132	52790305	SSX2B	ENSG00000268447	protein_coding	FALSE	Ampliconic
SSX3	ENSG00000165584	protein_coding	chrX	48346427	48356707	SSX3	ENSG00000165584	protein_coding	FALSE	Ampliconic
SSX4	ENSG00000268009	protein_coding	chrX	48383516	48393347	SSX4	ENSG00000268009	protein_coding	FALSE	Ampliconic
SSX4B	ENSG00000269791	protein_coding	chrX	48402082	48411960	SSX4B	ENSG00000269791	protein_coding	FALSE	Ampliconic
SSX5	ENSG00000165583	protein_coding	chrX	48186220	48196795	SSX5	ENSG00000165583	protein_coding	FALSE	Ampliconic
SSX7	ENSG00000187754	protein_coding	chrX	52644061	52654900	SSX7	ENSG00000187754	protein_coding	FALSE	Ampliconic
STAG2	ENSG00000101972	protein_coding	chrX	123960212	124422664	STAG2	ENSG00000101972	protein_coding	FALSE	Single-copy
STARD8	ENSG00000130052	protein_coding	chrX	68647666	68725842	STARD8	ENSG00000130052	protein_coding	FALSE	Single-copy
STEEP1	ENSG00000018610	protein_coding	chrX	119538149	119565409	CXorf56	ENSG00000018610	protein_coding	FALSE	Single-copy
STK26	ENSG00000134602	protein_coding	chrX	132023302	132075943	STK26	ENSG00000134602	protein_coding	FALSE	Single-copy
STS	ENSG00000101846	protein_coding	chrX	7147237	7804358	STS	ENSG00000101846	protein_coding	FALSE	Single-copy
SUPT20HL1	ENSG00000223731	protein_coding	chrX	24362325	24365424	SUPT20HL1	ENSG00000223731	processed_pseudogene	FALSE	Multicopy
SUPT20HL2	ENSG00000223611	protein_coding	chrX	24310862	24314079	SUPT20HL2	ENSG00000223611	processed_pseudogene	FALSE	Multicopy
SUV39H1	ENSG00000101945	protein_coding	chrX	48695554	48709016	SUV39H1	ENSG00000101945	protein_coding	FALSE	Single-copy
SYAP1	ENSG00000169895	protein_coding	chrX	16719612	16765340	SYAP1	ENSG00000169895	protein_coding	FALSE	Single-copy
SYN1	ENSG00000008056	protein_coding	chrX	47571901	47619857	SYN1	ENSG00000008056	protein_coding	FALSE	Single-copy
SYP	ENSG00000102003	protein_coding	chrX	49187815	49200199	SYP	ENSG00000102003	protein_coding	FALSE	Single-copy
SYTL4	ENSG00000102362	protein_coding	chrX	100674491	100732123	SYTL4	ENSG00000102362	protein_coding	FALSE	Single-copy
SYTL5	ENSG00000147041	protein_coding	chrX	38006553	38128819	SYTL5	ENSG00000147041	protein_coding	FALSE	Single-copy
TAB3	ENSG00000157625	protein_coding	chrX	30827442	30975084	TAB3	ENSG00000157625	protein_coding	FALSE	Single-copy
TAF1	ENSG00000147133	protein_coding	chrX	71366222	71532374	TAF1	ENSG00000147133	protein_coding	FALSE	Single-copy
TAF7L	ENSG00000102387	protein_coding	chrX	101268253	101293057	TAF7L	ENSG00000102387	protein_coding	FALSE	Single-copy
TAF9B	ENSG00000187325	protein_coding	chrX	78129748	78139650	TAF9B	ENSG00000187325	protein_coding	FALSE	Single-copy
TASL	ENSG00000120280	protein_coding	chrX	30558809	30577766	CXorf21	ENSG00000120280	protein_coding	FALSE	Single-copy
TAZ	ENSG00000102125	protein_coding	chrX	154411524	154421726	TAZ	ENSG00000102125	protein_coding	FALSE	Single-copy
TBC1D25	ENSG00000068354	protein_coding	chrX	48539714	48562609	TBC1D25	ENSG00000068354	protein_coding	FALSE	Single-copy
TBC1D8B	ENSG00000133138	protein_coding	chrX	106802673	106876150	TBC1D8B	ENSG00000133138	protein_coding	FALSE	Single-copy
TBL1X	ENSG00000101849	protein_coding	chrX	9463320	9741037	TBL1X	ENSG00000101849	protein_coding	TRUE	Single-copy
TBX22	ENSG00000122145	protein_coding	chrX	80014753	80031774	TBX22	ENSG00000122145	protein_coding	FALSE	Single-copy
TCEAL1	ENSG00000172465	protein_coding	chrX	103628704	103630953	TCEAL1	ENSG00000172465	protein_coding	FALSE	Single-copy
TCEAL2	ENSG00000184905	protein_coding	chrX	102125679	102140426	TCEAL2	ENSG00000184905	protein_coding	FALSE	Multicopy
TCEAL3	ENSG00000196507	protein_coding	chrX	103607451	103629690	TCEAL3	ENSG00000196507	protein_coding	FALSE	Multicopy
TCEAL4	ENSG00000133142	protein_coding	chrX	103576231	103587729	TCEAL4	ENSG00000133142	protein_coding	FALSE	Multicopy
TCEAL5	ENSG00000204065	protein_coding	chrX	103273691	103276750	TCEAL5	ENSG00000204065	protein_coding	FALSE	Multicopy
TCEAL6	ENSG00000204071	protein_coding	chrX	102140476	102142970	TCEAL6	ENSG00000204071	protein_coding	FALSE	Multicopy
TCEAL7	ENSG00000182916	protein_coding	chrX	103330229	103332326	TCEAL7	ENSG00000182916	protein_coding	FALSE	Single-copy
TCEAL8	ENSG00000180964	protein_coding	chrX	103252995	103255192	TCEAL8	ENSG00000180964	protein_coding	FALSE	Single-copy
TCEAL9	ENSG00000185222	protein_coding	chrX	103356489	103358462	WBP5	ENSG00000185222	protein_coding	FALSE	Single-copy
TCEANC	ENSG00000176896	protein_coding	chrX	13653189	13681964	TCEANC	ENSG00000176896	protein_coding	FALSE	Single-copy
TCP11X1	ENSG00000268235	protein_coding	chrX	102215301	102229532	TCP11X1	ENSG00000268235	transcribed_unprocessed_pseudogene	FALSE	Ampliconic
TCP11X2	ENSG00000215029	protein_coding	chrX	102456862	102471842	TCP11X2	ENSG00000215029	protein_coding	FALSE	Ampliconic
TDGF1P3	ENSG00000225366	protein_coding	chrX	110520312	110523021	TDGF1P3	ENSG00000225366	transcribed_processed_pseudogene	FALSE	Single-copy
TENM1	ENSG00000009694	protein_coding	chrX	124375903	124963817	TENM1	ENSG00000009694	protein_coding	FALSE	Single-copy
TENT5D	ENSG00000174016	protein_coding	chrX	80335504	80445311	FAM46D	ENSG00000174016	protein_coding	FALSE	Single-copy
TEX11	ENSG00000120498	protein_coding	chrX	70528940	70908711	TEX11	ENSG00000120498	protein_coding	FALSE	Single-copy
TEX13A	ENSG00000268629	protein_coding	chrX	105218929	105220694	TEX13A	ENSG00000268629	protein_coding	FALSE	Single-copy
TEX13B	ENSG00000170925	protein_coding	chrX	107980864	107982370	TEX13B	ENSG00000170925	protein_coding	FALSE	Single-copy
TEX13C	ENSG00000282815	protein_coding	chrX	125320120	125325214	TEX13C	ENSG00000282815	protein_coding	FALSE	Single-copy
TEX13D	ENSG00000282419	protein_coding	chrX	124246249	124336863	TEX13D	ENSG00000282419	protein_coding	FALSE	Single-copy
TEX28	ENSG00000278057	protein_coding	chrX	154271265	154295853	TEX28	ENSG00000278057	protein_coding	FALSE	Single-copy
TFDP3	ENSG00000183434	protein_coding	chrX	133216662	133218354	TFDP3	ENSG00000183434	protein_coding	FALSE	Single-copy
TFE3	ENSG00000068323	protein_coding	chrX	49028726	49043410	TFE3	ENSG00000068323	protein_coding	FALSE	Single-copy
TGIF2LX	ENSG00000153779	protein_coding	chrX	89921908	89922883	TGIF2LX	ENSG00000153779	protein_coding	FALSE	Single-copy
THOC2	ENSG00000125676	protein_coding	chrX	123600561	123733056	THOC2	ENSG00000125676	protein_coding	FALSE	Single-copy
TIMM17B	ENSG00000126768	protein_coding	chrX	48893447	48898143	TIMM17B	ENSG00000126768	protein_coding	FALSE	Single-copy
TIMM8A	ENSG00000126953	protein_coding	chrX	101345661	101348742	TIMM8A	ENSG00000126953	protein_coding	FALSE	Single-copy
TIMP1	ENSG00000102265	protein_coding	chrX	47582408	47586789	TIMP1	ENSG00000102265	protein_coding	FALSE	Single-copy
TKTL1	ENSG00000007350	protein_coding	chrX	154295795	154330350	TKTL1	ENSG00000007350	protein_coding	FALSE	Single-copy
TLR7	ENSG00000196664	protein_coding	chrX	12867072	12890361	TLR7	ENSG00000196664	protein_coding	FALSE	Single-copy
TLR8	ENSG00000101916	protein_coding	chrX	12906620	12923169	TLR8	ENSG00000101916	protein_coding	FALSE	Single-copy
TMEM164	ENSG00000157600	protein_coding	chrX	110002631	110182734	TMEM164	ENSG00000157600	protein_coding	FALSE	Single-copy
TMEM185A	ENSG00000269556	protein_coding	chrX	149596556	149631912	TMEM185A	ENSG00000269556	protein_coding	FALSE	Single-copy
TMEM187	ENSG00000177854	protein_coding	chrX	153972754	153983194	TMEM187	ENSG00000177854	protein_coding	FALSE	Single-copy
TMEM255A	ENSG00000125355	protein_coding	chrX	120258650	120311556	TMEM255A	ENSG00000125355	protein_coding	FALSE	Single-copy
TMEM31	ENSG00000179363	protein_coding	chrX	103710909	103714032	TMEM31	ENSG00000179363	protein_coding	FALSE	Single-copy
TMEM35A	ENSG00000126950	protein_coding	chrX	101078879	101096367	TMEM35	ENSG00000126950	protein_coding	FALSE	Single-copy
TMEM47	ENSG00000147027	protein_coding	chrX	34627075	34657285	TMEM47	ENSG00000147027	protein_coding	FALSE	Single-copy
TMLHE	ENSG00000185973	protein_coding	chrX	155489011	155719098	TMLHE	ENSG00000185973	protein_coding	FALSE	Single-copy
TMSB15A	ENSG00000158164	protein_coding	chrX	102513682	102516739	TMSB15A	ENSG00000158164	protein_coding	FALSE	Single-copy
TMSB15B	ENSG00000158427	protein_coding	chrX	103918896	103966712	TMSB15B	ENSG00000158427	protein_coding	FALSE	Ampliconic
TMSB4X	ENSG00000205542	protein_coding	chrX	12975110	12977227	TMSB4X	ENSG00000205542	protein_coding	TRUE	Single-copy
TNMD	ENSG00000000005	protein_coding	chrX	100584936	100599885	TNMD	ENSG00000000005	protein_coding	FALSE	Single-copy
TRAPPC2	ENSG00000196459	protein_coding	chrX	13712244	13734635	TRAPPC2	ENSG00000196459	protein_coding	FALSE	Single-copy
TREX2	ENSG00000183479	protein_coding	chrX	153444473	153470587	TREX2	ENSG00000183479	protein_coding	FALSE	Single-copy
TRMT2B	ENSG00000188917	protein_coding	chrX	101009346	101052116	TRMT2B	ENSG00000188917	protein_coding	FALSE	Single-copy
TRO	ENSG00000067445	protein_coding	chrX	54920462	54931431	TRO	ENSG00000067445	protein_coding	FALSE	Single-copy
TRPC5	ENSG00000072315	protein_coding	chrX	111768011	112082776	TRPC5	ENSG00000072315	protein_coding	FALSE	Single-copy
TRPC5OS	ENSG00000204025	protein_coding	chrX	111876051	111903990	TRPC5OS	ENSG00000204025	antisense	FALSE	Single-copy
TSC22D3	ENSG00000157514	protein_coding	chrX	107713221	107777342	TSC22D3	ENSG00000157514	protein_coding	FALSE	Single-copy
TSIX	ENSG00000270641	lncRNA	chrX	73792205	73829231	TSIX	ENSG00000270641	lincRNA	FALSE	Single-copy
TSPAN6	ENSG00000000003	protein_coding	chrX	100627108	100639991	TSPAN6	ENSG00000000003	protein_coding	FALSE	Single-copy
TSPAN7	ENSG00000156298	protein_coding	chrX	38561542	38688920	TSPAN7	ENSG00000156298	protein_coding	FALSE	Single-copy
TSPYL2	ENSG00000184205	protein_coding	chrX	53082367	53088540	TSPYL2	ENSG00000184205	protein_coding	TRUE	Single-copy
TSR2	ENSG00000158526	protein_coding	chrX	54440404	54448032	TSR2	ENSG00000158526	protein_coding	FALSE	Single-copy
TXLNG	ENSG00000086712	protein_coding	chrX	16786432	16844519	TXLNG	ENSG00000086712	protein_coding	TRUE	Single-copy
UBA1	ENSG00000130985	protein_coding	chrX	47190861	47215128	UBA1	ENSG00000130985	protein_coding	FALSE	Single-copy
UBE2A	ENSG00000077721	protein_coding	chrX	119574536	119591083	UBE2A	ENSG00000077721	protein_coding	FALSE	Single-copy
UBL4A	ENSG00000102178	protein_coding	chrX	154483717	154486615	UBL4A	ENSG00000102178	protein_coding	FALSE	Single-copy
UBQLN2	ENSG00000188021	protein_coding	chrX	56563627	56567868	UBQLN2	ENSG00000188021	protein_coding	FALSE	Single-copy
UPF3B	ENSG00000125351	protein_coding	chrX	119805311	119852998	UPF3B	ENSG00000125351	protein_coding	FALSE	Single-copy
UPRT	ENSG00000094841	protein_coding	chrX	75156388	75304885	UPRT	ENSG00000094841	protein_coding	FALSE	Single-copy
USP11	ENSG00000102226	protein_coding	chrX	47232866	47248328	USP11	ENSG00000102226	protein_coding	FALSE	Single-copy
USP26	ENSG00000134588	protein_coding	chrX	133024631	133097109	USP26	ENSG00000134588	protein_coding	FALSE	Single-copy
USP27X	ENSG00000273820	protein_coding	chrX	49879484	49882558	USP27X	ENSG00000273820	protein_coding	FALSE	Single-copy
USP51	ENSG00000247746	protein_coding	chrX	55484616	55489848	USP51	ENSG00000247746	protein_coding	FALSE	Single-copy
USP9X	ENSG00000124486	protein_coding	chrX	41085445	41236579	USP9X	ENSG00000124486	protein_coding	TRUE	Single-copy
UTP14A	ENSG00000156697	protein_coding	chrX	129906121	129929761	UTP14A	ENSG00000156697	protein_coding	FALSE	Single-copy
UXT	ENSG00000126756	protein_coding	chrX	47651796	47659180	UXT	ENSG00000126756	protein_coding	FALSE	Single-copy
VAMP7	ENSG00000124333	protein_coding	chrX	155881345	155943769	VAMP7	ENSG00000124333	protein_coding	FALSE	PAR
VBP1	ENSG00000155959	protein_coding	chrX	155197007	155239841	VBP1	ENSG00000155959	protein_coding	FALSE	Single-copy
VCX	ENSG00000182583	protein_coding	chrX	7842262	7844143	VCX	ENSG00000182583	protein_coding	FALSE	Multicopy
VCX2	ENSG00000177504	protein_coding	chrX	8169944	8171267	VCX2	ENSG00000177504	protein_coding	FALSE	Multicopy
VCX3A	ENSG00000169059	protein_coding	chrX	6533618	6535118	VCX3A	ENSG00000169059	protein_coding	FALSE	Multicopy
VCX3B	ENSG00000205642	protein_coding	chrX	8464830	8466510	VCX3B	ENSG00000205642	protein_coding	FALSE	Multicopy
VEGFD	ENSG00000165197	protein_coding	chrX	15345596	15384413	FIGF	ENSG00000165197	protein_coding	FALSE	Single-copy
VGLL1	ENSG00000102243	protein_coding	chrX	136532215	136556807	VGLL1	ENSG00000102243	protein_coding	FALSE	Single-copy
VMA21	ENSG00000160131	protein_coding	chrX	151396515	151409364	VMA21	ENSG00000160131	protein_coding	FALSE	Single-copy
VSIG1	ENSG00000101842	protein_coding	chrX	108044970	108079184	VSIG1	ENSG00000101842	protein_coding	FALSE	Single-copy
VSIG4	ENSG00000155659	protein_coding	chrX	66021738	66040125	VSIG4	ENSG00000155659	protein_coding	FALSE	Single-copy
WAS	ENSG00000015285	protein_coding	chrX	48676596	48691427	WAS	ENSG00000015285	protein_coding	FALSE	Single-copy
WASH6P	ENSG00000182484	protein_coding	chrX	156020826	156025710	WASH6P	ENSG00000182484	transcribed_unprocessed_pseudogene	FALSE	PAR
WDR13	ENSG00000101940	protein_coding	chrX	48590042	48608869	WDR13	ENSG00000101940	protein_coding	FALSE	Single-copy
WDR44	ENSG00000131725	protein_coding	chrX	118346073	118449961	WDR44	ENSG00000131725	protein_coding	FALSE	Single-copy
WDR45	ENSG00000196998	protein_coding	chrX	49074433	49101170	WDR45	ENSG00000196998	protein_coding	FALSE	Single-copy
WNK3	ENSG00000196632	protein_coding	chrX	54192823	54358642	WNK3	ENSG00000196632	protein_coding	FALSE	Single-copy
WWC3	ENSG00000047644	protein_coding	chrX	10015254	10144474	WWC3	ENSG00000047644	protein_coding	FALSE	Single-copy
XACT	ENSG00000241743	lncRNA	chrX	113616300	114059289	XACT	ENSG00000241743	lincRNA	FALSE	Single-copy
XAGE1A	ENSG00000204379	protein_coding	chrX	52495808	52500812	XAGE1A	ENSG00000204379	protein_coding	FALSE	Ampliconic
XAGE1B	ENSG00000204382	protein_coding	chrX	52512077	52520803	XAGE1B	ENSG00000204382	protein_coding	FALSE	Ampliconic
XAGE2	ENSG00000155622	protein_coding	chrX	52369021	52375680	XAGE2	ENSG00000155622	protein_coding	FALSE	Multicopy
XAGE3	ENSG00000171402	protein_coding	chrX	52862525	52868083	XAGE3	ENSG00000171402	protein_coding	FALSE	Multicopy
XAGE5	ENSG00000171405	protein_coding	chrX	52811287	52818301	XAGE5	ENSG00000171405	protein_coding	FALSE	Ampliconic
XG	ENSG00000124343	protein_coding	chrX	2752040	2816500	XG	ENSG00000124343	protein_coding	FALSE	Single-copy
XIAP	ENSG00000101966	protein_coding	chrX	123859724	123913976	XIAP	ENSG00000101966	protein_coding	FALSE	Single-copy
XIST	ENSG00000229807	lncRNA	chrX	73820649	73852723	XIST	ENSG00000229807	lincRNA	FALSE	Single-copy
XK	ENSG00000047597	protein_coding	chrX	37685791	37732130	XK	ENSG00000047597	protein_coding	FALSE	Single-copy
XKRX	ENSG00000182489	protein_coding	chrX	100913445	100929433	XKRX	ENSG00000182489	protein_coding	FALSE	Single-copy
XPNPEP2	ENSG00000122121	protein_coding	chrX	129738949	129769536	XPNPEP2	ENSG00000122121	protein_coding	FALSE	Single-copy
YIPF6	ENSG00000181704	protein_coding	chrX	68498562	68537282	YIPF6	ENSG00000181704	protein_coding	FALSE	Single-copy
YY2	ENSG00000230797	protein_coding	chrX	21855987	21858740	YY2	ENSG00000230797	protein_coding	FALSE	Single-copy
ZBED1	ENSG00000214717	protein_coding	chrX	2486414	2500976	ZBED1	ENSG00000214717	protein_coding	FALSE	PAR
ZBTB33	ENSG00000177485	protein_coding	chrX	120250752	120258398	ZBTB33	ENSG00000177485	protein_coding	FALSE	Single-copy
ZC3H12B	ENSG00000102053	protein_coding	chrX	65366638	65507887	ZC3H12B	ENSG00000102053	protein_coding	FALSE	Single-copy
