Gene	Num_samples_lcl	AR_lcl	AR_adj_lcl	AR_pval_lcl	AR_pval_adj_lcl	sig_AR_lcl	deltaEx_LCL	deltaEx_95_CI_lo_LCL	deltaEx_95_CI_hi_LCL	x_adj_pval_LCL	AR_outside_dEx_CI.x	dEx_vs_AR_pval.x	dEx_vs_AR_pval_adj.x	dEx_sig_diff_AR_t_test.x	off_diag.x	Num_samples_fib	AR_fib	AR_adj_fib	AR_pval_fib	AR_pval_adj_fib	sig_AR_fib	deltaEx_Fib	deltaEx_95_CI_lo_Fib	deltaEx_95_CI_hi_Fib	x_adj_pval_Fib	AR_outside_dEx_CI.y	dEx_vs_AR_pval.y	dEx_vs_AR_pval_adj.y	dEx_sig_diff_AR_t_test.y	off_diag.y	gene_name.84	Balaton.consensus.calls	Carrel_hybrids	Cotton_AR	Cotton_95ci_lo	Cotton_Esc_myCall	Tuk_skew_padj	Tuk_SC_inf_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	num_inf_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_AR_p.adj	Sauteraud_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	num_studies_Subject	Final_XCI_Call	Diff_from_Balaton
KLHL15	5	0.352556231041988	0.182468521754664	0.0878143530295454	0.150642783578805	N	0.00865093745829772	-0.0403021430206203	0.0576040179372157	0.824486422005988	Y	0.192507512640693	0.271669480455557	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KLHL15	S	0	0.0271129032258064	-0.00281101146915591	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0289540338605061	0.210478009362014	Subject	0.0280334685431563	2	0	2	Subject	FALSE
KRBOX4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KRBOX4	S	0	0.0124714285714286	0.00388313734829615	Subject	NA	NA	NA	NA	NA	3	0	0.00319867687416653	Subject	NA	NA	NA	0.00783505272279755	2	0	2	Subject	FALSE
LAGE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAGE3	S	0	NA	NA	NA	NA	2	0	0	Subject	NA	NA	NA	NA	0.00526646696547943	0.528584997405869	Subject	0.00263323348273971	2	0	2	Subject	FALSE
LAMP2	7	0.298505080333828	0.144121785904894	0.151453565726662	0.188011322971028	N	0.00242461929784443	-0.0321374295040944	0.0369866680997832	0.928075430856085	Y	0.310395352001	0.400595710702145	N	N	8	0.185400772190137	0.0153487731602622	0.141137992141889	0.208806892483891	N	-0.0197241691325103	-0.0805217086096208	0.0410733703446002	0.771001289728174	N	0.0323957373819786	0.0803144322594887	Y	N	LAMP2	Mostly S	0	0.0100897435897436	-0.00484138715356173	Subject	1	1	0	0	Subject	5	0	0.00413968743538069	Subject	0.0141559500809768	0.107357208532492	Subject	0.00709634527652527	4	0	4	Subject	FALSE
LAS1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAS1L	S	0.11	0.00196470588235294	-0.00188611764705882	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00196470588235294	1	0	1	Subject	FALSE
LDOC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LDOC1	S	0.11	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0.00666518924720505	Subject	NA	NA	NA	0.00666518924720505	1	0	1	Subject	FALSE
LRCH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LRCH2	Discordant	0	0.362828571428571	0.151251631702145	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.362828571428571	1	1	0	Escape	FALSE
MAGED1	3	0.175561714130487	0.0221389154557152	0.0917535483394824	0.150642783578805	N	0.0366729742055182	-0.0148625247115012	0.0882084731225375	0.281311438286844	N	0.319612523462714	0.408995686803981	N	N	4	0.185795266272234	0.00598010421523348	0.188128162119709	0.211324865405187	N	-0.0169179059401605	-0.0734419819671307	0.0396061700868097	0.7852505161637	N	0.0286012004772128	0.0782776236657619	Y	N	MAGED1	S	NA	0.0066925	-0.00141265552850666	Subject	1	2	0	0	Subject	3	0	0.00577958672905184	Subject	0.0361471059781479	0.231279399862289	Subject	0.0121547981767999	4	0	4	Subject	FALSE
MAGED2	4	0.183761365765773	0.012426816203067	0.0944998374043078	0.150642783578805	N	-0.00427589007921704	-0.0490937222087184	0.0405419420502844	0.914603215171729	N	0.107353995348669	0.184209696564193	N	N	3	0.179804251561473	0.018705871282128	0.211324865405187	0.211324865405187	N	-0.058245882398266	-0.114553744394218	-0.00193802040231375	0.145752323261359	Y	0.0543206982845652	0.111451087859711	N	N	MAGED2	Mostly S	0	0.03059	0.0106715583517276	Subject	NA	3	0	0	Subject	4	0	0.00427335848577443	Subject	0.0149159856781087	0.00879937876299523	Escape	0.0124448360409708	4	1	3	Subject	FALSE
MAGED4B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MAGED4B	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	No call	FALSE
MAGEE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MAGEE1	Discordant	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Escape	FALSE
MAGEH1	5	0.199346443411765	0.0205106998360214	0.0680375353511425	0.143583056566219	N	0.0523192771718404	0.0100381129225814	0.0946004414210993	0.049837319445965	N	0.0446641713291499	0.105379529229713	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MAGEH1	S	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0233896204334704	0.231474845816672	Subject	0.0233896204334704	1	0	1	Subject	FALSE
MAGT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MAGT1	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
MAMLD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0.222489005265282	0.0278185419382495	0.0142151229681149	0.0657753955800268	N	0.0444756714912275	-0.146166991743522	0.235118334725977	0.834186834132236	N	0.136517983000882	0.22881183066345	N	N	MAMLD1	Mostly S	0	0.206491666666667	0.0348668804992246	Escape	NA	NA	NA	NA	NA	5	0.2	0.0156877994503534	Subject	NA	NA	NA	0.11108973305851	2	1	1	Escape	TRUE
MAP7D2	5	0.228622522193433	0.228622522193433	0.00965194094640032	0.0375643107103148	Y	1.03341409263893	-0.175795943425496	2.24262412870336	0.00538297594038286	N	0.000182890384311771	0.00184109653540516	Y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MAP7D2	Discordant	0	0.343809090909091	0.272510656264986	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.121279108334588	0.000578193588728936	Escape	0.232544099621839	2	2	0	Escape	FALSE
MAP7D3	5	0.231290837744211	0.0379283796442645	0.0240689405934675	0.0753462488143331	N	-0.0368164811494813	-0.0617720342898733	-0.0118609280090893	0.0168934005457888	Y	0.00517424040350692	0.0289374185529461	Y	Y	4	0.222687638626503	0.0220413387584883	0.0186139717254302	0.0717967480838023	N	0.0149736890454361	-0.0465177440616034	0.0764651221524756	0.83024463594397	N	0.333979458394544	0.41399537030157	N	N	MAP7D3	S	0	0.0234928571428571	0.0111781120935421	Subject	1	2	0	0.00813008130081301	Subject	3	0	0.00563298290205738	Subject	0.0242026233092234	0.0264398333379735	Subject	0.0153646361637377	4	0	4	Subject	FALSE
MBNL3	5	0.221433731029661	0.0280922205862901	0.0900228373311017	0.150642783578805	N	0.0622189169468734	0.00511247249886255	0.119325361394884	0.0902860073040477	N	0.120051035410459	0.197040286380211	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MBNL3	Mostly S	0	0.0369238095238095	0.00929999849253437	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0342033692264647	0.10479102592512	Subject	0.0355635893751371	2	0	2	Subject	FALSE
MBTPS2	6	0.131398600453247	0.0372831128152575	0.0488393885398674	0.117214532495682	N	0.032760125415047	0.0042276978412041	0.0612925529888898	0.0726923822834656	N	0.814957038707687	0.848679398930074	N	N	4	0.221452085648593	0.0141202471594264	0.0497880063566454	0.133249765605154	N	0.0789629032319306	0.0368030800988414	0.12112272636502	0.00237879051869229	Y	0.00168493159173863	0.00871768953986511	Y	Y	MBTPS2	S	NA	0.00886595744680851	0.00320851856193493	Subject	NA	NA	NA	NA	NA	2	0	0.00226516918760866	Subject	0.0207159637739994	0.0372844467536956	Subject	0.0106156968028055	3	0	3	Subject	FALSE
MCTS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MCTS1	S	0.22	0.00633888888888889	-0.00169786312615696	Subject	NA	NA	NA	NA	NA	5	0.2	0.013257359746683	Subject	NA	NA	NA	0.00979812431778593	2	0	2	Subject	FALSE
MECP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0.231791258169935	0.0465163122990108	0.165268175208985	0.211324865405187	N	-0.038021355131928	-0.084027292286357	0.00798458202250094	0.281095497503391	Y	0.125931982009986	0.220380968517476	N	N	MECP2	S	0	0.0348708333333333	-0.0122319141729053	Subject	NA	NA	NA	NA	NA	3	0	0	Subject	0.00646863645075205	0.890625656675554	Subject	0.0137798232613618	3	0	3	Subject	FALSE
MED12	4	0.195721719502207	0.0441526945259328	0.136332107653322	0.180108472496132	N	0.0368606606892792	0.00192388743792249	0.0717974339406359	0.101219866668313	N	0.839046046941037	0.856053737081734	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MED12	S	0	0.0268961538461538	0.0107569758511457	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0178874103661557	0.101113583604371	Subject	0.0223917821061548	2	0	2	Subject	FALSE
MED14	6	0.191468043159828	0.0651491031027066	0.0136264194373053	0.0503129333069733	N	0.08079016474136	0.0407600080434674	0.120820321439253	0.00067615085048231	N	0.491935886166285	0.571402452393147	N	N	5	0.200714011412843	0.0142039445612268	0.0150905486290264	0.0657753955800268	N	0.0575125726197832	0.0209814782474418	0.0940436669921246	0.0139642331505639	Y	0.000554431082757321	0.00342637181765305	Y	Y	MED14	VE	NA	0.126344444444444	0.086914298866183	Escape	1	1	0	0.0576923076923077	Subject	4	0.75	0.0797296663987094	Subject	0.0794009528804172	2.24638953221903e-11	Escape	0.0857918428539697	4	2	2	Escape	FALSE
MID1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.148432212948342	0	NA	NA	N	-0.0679753150173333	-0.245500696259544	0.109550066224878	0.706791131567528	N	0	0	Y	N	MID1	Mostly S	0.11	0.0726538461538462	0.0493078042018281	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0726538461538462	1	0	1	Subject	FALSE
MID1IP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0.285643612607697	0.103955708033326	0.0693256523981707	0.159301499127711	N	-0.0569934145706773	-0.132652026115236	0.0186651969738813	0.334295065897815	Y	0.0415001495371825	0.0949714960562445	Y	N	MID1IP1	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
MID2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MID2	Mostly S	0	0.149675	0.0640896641006767	Escape	NA	NA	NA	NA	NA	2	0	0.00292758269404336	Subject	NA	NA	NA	0.0763012913470217	2	1	1	Subject	FALSE
MMGT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MMGT1	S	NA	0.0446363636363636	0.0130172080070502	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0446363636363636	1	0	1	Subject	FALSE
MORC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.236888111888112	0.0333376836182772	0.194966606385674	0.211324865405187	N	0.0459797129629662	-0.0112142082103457	0.103173634136278	0.295887697985865	N	0.719729601903327	0.781831667445648	N	N	MORC4	Mostly S	0	0.140710526315789	0.0541082043414552	Escape	NA	NA	NA	NA	NA	3	0	0.00261521917165782	Subject	NA	NA	NA	0.0716628727437236	2	1	1	Subject	FALSE
MORF4L2	4	0.130916344745498	0.0139636459895881	0.195501109477885	0.211324865405187	N	0.0209425960161884	-0.00221117184724628	0.044096363879623	0.164532453254613	N	0.651576844619707	0.718161339690334	N	N	5	0.192177999465799	0.00257826887661136	0.186950483150029	0.211324865405187	N	0.0107533216276901	-0.0242938171480276	0.0458004604034078	0.783919963540542	N	0.0338333959231346	0.0821668186704698	Y	N	MORF4L2	Mostly S	0.56	0.0292761904761905	0.0106341233185196	Subject	NA	NA	NA	NA	NA	5	0	0.0199321758837859	Subject	0.016348327193954	0.0509942447661068	Subject	0.0218522311846434	3	0	3	Subject	FALSE
MOSPD1	3	0.190653515834675	0.0478401807968623	0.0761503188346577	0.148184404218793	N	-0.0526242854292704	-0.085684435188143	-0.0195641356703978	0.00913933818891373	Y	0.0416457665268153	0.105379529229713	N	N	4	0.159157270247901	0	NA	NA	N	-0.0237013725845683	-0.0621534193211605	0.014750674152024	0.48702544029314	N	0	0	Y	N	MOSPD1	S	0.22	0.0499314285714286	0.00664787602917938	Subject	NA	NA	NA	NA	NA	3	0	0.00375552049337776	Subject	NA	NA	NA	0.0268434745324032	2	0	2	Subject	FALSE
MOSPD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MOSPD2	S	0	0.0160111111111111	0.00552295816937944	Subject	NA	NA	NA	NA	NA	3	0	0.00241253196115158	Subject	NA	NA	NA	0.00921182153613135	2	0	2	Subject	FALSE
MPP1	3	0.152467532467533	0.00902796038215447	0.211324865405187	0.211324865405187	N	0.237244380340534	0.162440107513342	0.312048653167727	1.78365596893933e-08	Y	0.00156123232044562	0.0107157309266949	Y	Y	3	0.245529416645922	0.0464202252720885	0.0918280767214835	0.180083373656116	N	0.214537642248246	0.139205935106504	0.289869349389987	1.34365382072711e-06	Y	0.0185523135044874	0.0580980343956317	Y	Y	MPP1	S	0	0.0397214285714286	0.0117609311218189	Subject	NA	NA	NA	NA	NA	2	0	0.00679742104738923	Subject	NA	NA	NA	0.0232594248094089	2	0	2	Subject	FALSE
MSL3	9	0.513385332739909	0.436918066735903	0.000285441485216779	0.00178711190744418	Y	0.25700812564964	0.145846648132581	0.368169603166698	2.25286045507038e-05	Y	0.0531815459126012	0.111533519900039	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MSL3	Discordant	0.33	0.539977777777778	0.444179646320083	Escape	NA	3	0.666666666666667	0.428529824922054	Escape	2	0	0	Subject	0.507695528848814	5.19894747936767e-24	Escape	0.369050782887162	4	3	1	Escape	FALSE
MSN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MSN	S	0.11	0.00796923076923077	-0.0018771813011011	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0628788298203755	0.180595201289086	Subject	0.0354240302948031	2	0	2	Subject	FALSE
MTM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MTM1	S	0	0.0408936170212766	0.0204244681587062	Subject	NA	NA	NA	NA	NA	3	0	0	Subject	NA	NA	NA	0.0204468085106383	2	0	2	Subject	FALSE
MTMR1	7	0.165814664885852	0.0133945209207125	0.1206971314854	0.163965914470732	N	0.0368653430872234	0.0113587122323307	0.062371973942116	0.0194177585267779	N	0.0630185594142094	0.126877366287275	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MTMR1	S	0	0.0175745454545455	0.000902440306834045	Subject	NA	NA	NA	NA	NA	3	0.333333333333333	0.0236039189097799	Subject	0.026613115381727	0.0719480747005729	Subject	0.0225971932486841	3	0	3	Subject	FALSE
MTMR8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MTMR8	S	0	0.0265894736842105	-0.00570748011238215	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0265894736842105	1	0	1	Subject	FALSE
MXRA5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	0.217375108091628	0.0745910570933177	0.0725835609305218	0.159980093479517	N	-0.0342495191423655	-0.294175688576657	0.225676650291926	0.913975088127186	N	0.046300010121866	0.100629098835849	N	N	MXRA5	Mostly E	0.78	0.2344125	0.103676577972999	Escape	NA	NA	NA	NA	NA	3	0.666666666666667	0.139000041976024	Escape	NA	NA	NA	0.186706270988012	2	2	0	Escape	FALSE
NAA10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAA10	Mostly VE	0.56	0.168707142857143	0.0866691837987805	Escape	NA	NA	NA	NA	NA	2	0.5	0.172184823196584	Escape	NA	NA	NA	0.170445983026864	2	2	0	Escape	FALSE
NAP1L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NAP1L3	Mostly E	0.78	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0.00149872536693207	Subject	NA	NA	NA	0.00149872536693207	1	0	1	Subject	TRUE
NBDY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LINC01420	S	0.11	0.03509375	0.00679671915100541	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03509375	1	0	1	Subject	FALSE
NDUFA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NDUFA1	S	NA	0.00231111111111111	-0.00221866666666667	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0234417226611081	0.145875033802452	Subject	0.0128764168861096	2	0	2	Subject	FALSE
NDUFB11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NDUFB11	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00872799244348164	0.774220644566718	Subject	0.00872799244348164	1	0	1	Subject	FALSE
NHS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NHS	Mostly VE	0.33	0.220858333333333	0.143918765592352	Escape	NA	NA	NA	NA	NA	2	0	0	Subject	NA	NA	NA	0.110429166666667	2	1	1	Escape	FALSE
NHSL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	0.225227407561504	0.0172320311608913	0.0900495906149092	0.180083373656116	N	0.122797852617057	-0.0248774393069056	0.27047314454102	0.275776057634582	N	0.000575860809689588	0.00342637181765305	Y	N	NHSL2	Discordant	NA	0.160738095238095	0.0890660781739408	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.160738095238095	1	1	0	Escape	FALSE
NKAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NKAP	Mostly S	0.11	0.00821714285714286	-0.000124149226151164	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00821714285714286	1	0	1	Subject	FALSE
NKRF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NKRF	S	0	0.02062	0.00855904010942308	Subject	NA	NA	NA	NA	NA	2	0	0.000987446256571656	Subject	NA	NA	NA	0.0108037231282858	2	0	2	Subject	FALSE
NONO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NONO	Mostly S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00788387791280726	0.317950416849567	Subject	0.00788387791280726	1	0	1	Subject	FALSE
NSDHL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NSDHL	S	0	0.00866216216216216	-0.00128894761715946	Subject	NA	NA	NA	NA	NA	2	0.5	0.0274835287762136	Subject	0.0163121267168037	0.37587365076093	Subject	0.0174859392183932	3	0	3	Subject	FALSE
NUDT10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NUDT10	S	0	0.0621727272727273	-0.0242770336153551	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0621727272727273	1	0	1	Subject	FALSE
NUDT11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NUDT11	S	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	Subject	FALSE
NXT2	6	0.146613271724206	0.0108142493638676	0.181608733824561	0.207083612104648	N	-0.00221531953554761	-0.0327655150894213	0.0283348760183261	0.928075430856085	N	0.282171763674729	0.367537441273253	N	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NXT2	Mostly S	0.22	0.0224322580645161	0.00656421301288276	Subject	NA	NA	NA	NA	NA	4	0	0.0103275714357955	Subject	0.0234536656350886	0.0509942447661068	Subject	0.0187378317118001	3	0	3	Subject	FALSE
OCRL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OCRL	S	0	0.0475310344827586	0.0205849835560093	Subject	NA	NA	NA	NA	NA	3	0	0.00129702727772848	Subject	NA	NA	NA	0.0244140308802436	2	0	2	Subject	FALSE
OFD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OFD1	Mostly E	1	0.182025	0.131657348499484	Escape	0.00145937930302253	1	0	0.284722222222222	Escape	NA	NA	NA	NA	NA	NA	NA	0.233373611111111	2	2	0	Escape	FALSE
OGT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OGT	Mostly S	0	0.00978666666666667	-0.000528309540339878	Subject	NA	2	0	0	Subject	NA	NA	NA	NA	0.0146858436790286	0.386513900502102	Subject	0.00815750344856509	3	0	3	Subject	FALSE
OPHN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OPHN1	S	0	0.129242857142857	-0.00718018091608205	Subject	NA	NA	NA	NA	NA	5	0	0.00471077266606095	Subject	NA	NA	NA	0.066976814904459	2	0	2	Subject	FALSE
OTUD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	OTUD5	S	0	0.0501869565217391	0.0283443366688268	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0514947816701854	0.107357208532492	Subject	0.0508408690959623	2	0	2	Subject	FALSE
P2RY10	10	0.19826938857195	0.114736457936675	0.00104389459908073	0.00578157008721635	Y	0.308440003028904	0.233601241706402	0.383278764351406	6.98249973849087e-14	Y	5.05742779622286e-05	0.000636392997691377	Y	Y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	P2RY10	VE	NA	0.35736	0.115421259943431	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.223870225463938	0.000218801132879006	Escape	0.290615112731969	2	2	0	Escape	FALSE
P2RY8	13	0.828105441486394	0.803483015849098	3.93233020614426e-13	1.88751849894925e-11	Y	0.893223440114004	0.667510769830585	1.11893611039742	2.22281606228181e-24	N	0.00465976080181895	0.0270624569644101	Y	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	P2RY8	PAR	NA	0.726290909090909	0.679111824811676	Escape	2.47637355005089e-90	3	1	0.843771098182863	Escape	NA	NA	NA	NA	0.771533126021957	2.64227166252032e-45	Escape	0.780531711098576	3	3	0	Escape	FALSE
PABIR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FAM122B	S	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0743797407882585	0.154331759362879	Subject	0.0743797407882585	1	0	1	Subject	FALSE
